sample_id,study_id,material,sequencing_method,collection_date,latitude,longitude,depth,study_name
ERS1836188,ERP005924,NA,AMPLICON,2011-04-18,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464458,ERP005924,aquatic;sea,AMPLICON,2012-02-08,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464426,ERP005924,aquatic;sea,AMPLICON,2009-11-09,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464453,ERP005924,aquatic;sea,AMPLICON,2012-03-13,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464445,ERP005924,aquatic;sea,AMPLICON,2011-06-21,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464431,ERP005924,aquatic;sea,AMPLICON,2010-02-17,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464457,ERP005924,aquatic;sea,AMPLICON,2012-03-07,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464448,ERP005924,aquatic;sea,AMPLICON,2011-09-26,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836192,ERP005924,NA,AMPLICON,2012-02-05,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464462,ERP005924,aquatic;sea,AMPLICON,2012-11-12,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836187,ERP005924,NA,AMPLICON,2010-12-12,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464435,ERP005924,aquatic;sea,AMPLICON,2010-08-06,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464440,ERP005924,aquatic;sea,AMPLICON,2011-01-18,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464452,ERP005924,aquatic;sea,AMPLICON,2012-10-02,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464425,ERP005924,aquatic;sea,AMPLICON,2009-06-08,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836191,ERP005924,NA,AMPLICON,2012-03-13,43.67,-5.58,NA,Gijon_rare_seasonality
