y,January,February,March,April,May,June,July,August,September,October,November,December,clade,stat_type
26.5,0.237050984348739,0.193952655135625,0.158967308901472,0.113144483602832,0.112646674541654,0.126752065737057,0.165450139714067,0.195041938337233,0.253766848614819,0.316203456381436,0.333151065884604,0.298779649155179,class_UBA4151,mean
26.5,0.128973980685852,0.116762964039002,0.106668710053242,0.100229004146016,0.114654664057879,0.122269590412576,0.129528199315136,0.143058629895767,0.166178505186817,0.189542688087025,0.190315454618097,0.161870709951588,class_UBA4151,sd
26.5,0.813168294291106,0.709095796540772,0.598121253892241,0.503782002728446,0.502474336164683,0.569767907137551,0.734606816393043,0.878480283087164,0.996417607887357,1.03316151985284,0.982662998981168,0.904989410833228,class_UBA796,mean
26.5,0.303666499821324,0.284224976199044,0.288202142851279,0.303055963413169,0.346102269299505,0.381245144347846,0.430958104040347,0.447732418006143,0.414607820661081,0.389131986049456,0.347911247274232,0.324570734466745,class_UBA796,sd
26.5,0.118655122592404,0.0931721308019539,0.099727223512836,0.124696370819002,0.162972737992793,0.216287177555762,0.276588186957186,0.317149141406407,0.32639414030059,0.299156660828682,0.231351113835514,0.173477433649741,class_XYA12-FULL-58-9,mean
26.5,0.10045809161487,0.0840195772162047,0.0885849569672179,0.110066750721407,0.132336111880029,0.152879913271025,0.187491657467136,0.186162004373264,0.180514483002096,0.165703484739937,0.139642529025117,0.118566638320475,class_XYA12-FULL-58-9,sd
26.5,34.9146453319697,32.8659520482047,27.723349736745,20.1281660202017,15.9748428691805,13.4928659515019,14.276440871458,16.0821403618635,18.1299282129943,21.2693732962904,27.4262046585314,32.9798579978102,domain_Archaea,mean
26.5,10.2877450575325,10.4898008662377,10.210048890891,10.7188567864019,9.76214126243612,9.57428332214419,9.67570484796233,9.71888166823736,10.1716905201869,10.7432091474866,11.9821295252032,11.8664355387436,domain_Archaea,sd
26.5,957.489854544316,932.416362452165,895.44210936989,848.464121067467,826.222623794045,798.753436889831,800.483519941084,816.104575627158,841.245740899629,879.124871508585,937.618623976274,971.430686253452,domain_Bacteria,mean
26.5,118.762334426749,127.24817531483,123.291872550948,108.246886312792,108.30838556718,101.67387058138,97.3929519004077,89.6572906417475,87.4708625778526,86.1552193546436,93.3240255663847,107.818244896661,domain_Bacteria,sd
26.5,28.6251474359674,27.4692180318696,24.4373644519366,20.6264474058551,18.9355357470695,18.4763316214762,19.4162878905187,20.49025907622,21.5972007346781,22.7165933486662,25.9393533448568,28.3251840003084,phylum_Actinomycetota,mean
26.5,5.69613951388128,5.86716847740885,5.57788786160215,5.6346056552479,5.47440506275941,5.56468706842149,5.81741212906408,5.62946168985055,5.64452275926812,5.48907899740396,5.92130036344007,5.57696263304325,phylum_Actinomycetota,sd
26.5,81.9291483390845,82.3554266751668,80.2324948972492,76.470675879118,72.7298616199402,68.8079924478485,66.0118517478688,63.658603753998,63.7475316554166,65.8368973855197,71.7447775918331,78.1237512853157,phylum_Bacteroidota,mean
26.5,7.75995518949559,8.82240306018489,9.79938610210551,10.1545025948093,9.18598197473948,9.33002031976462,10.0970524068676,10.1876758856598,9.70208181199946,9.89563180263455,8.62934990958267,8.10001735232871,phylum_Bacteroidota,sd
26.5,0.340559366356991,0.336375813855919,0.285278935555779,0.232740204904282,0.152198500077031,0.119191699308726,0.11465312500872,0.131458505933534,0.152595625666714,0.158600722307687,0.211810460130118,0.316896220095652,phylum_Chlamydiota,mean
26.5,0.212728438710885,0.226369142414752,0.211988831229924,0.218086301322517,0.104487129709014,0.059086428153223,0.0572617129258044,0.0722476233848218,0.0853506783800308,0.0856679170967179,0.118958654668177,0.182618669407081,phylum_Chlamydiota,sd
26.5,128.83342473216,118.392726122614,114.545311288537,109.62770095776,111.23422412521,108.122410004553,115.057451844245,122.837897398107,131.463310190964,140.178839661836,139.923366277503,140.807761381323,phylum_Cyanobacteriota,mean
26.5,34.1323323134395,33.6561502220397,34.4136266970514,33.3847069334957,33.7956282711037,33.3433554564844,33.8116248340078,33.7525992320227,32.9496038397216,31.0789643283397,34.1972556814052,35.3804872329688,phylum_Cyanobacteriota,sd
26.5,2.53483639567663,2.31579934247373,1.90920280065548,1.45622281822505,1.18745234149495,0.980443072461626,1.01557439433045,1.14983802406411,1.3524991015213,1.68892586331048,2.12986133315346,2.4847612049591,phylum_Desulfobacterota_D,mean
26.5,0.446804461771252,0.444294306339418,0.434068624946382,0.418745861666509,0.369804238062515,0.381549356756806,0.436860524469116,0.459888566412581,0.478651772301881,0.465863348886998,0.459038476273809,0.448463323319335,phylum_Desulfobacterota_D,sd
26.5,0.0112062168748024,0.0130762967803172,0.0112187619577569,0.00787461369631422,0.00489144714207284,0.00364429273085641,0.00364127882584699,0.00384776744574026,0.00332052078931556,0.00268677087933176,0.00610264536353237,0.00719860660526299,phylum_Fibrobacterota,mean
26.5,0.0208366825637135,0.0255721644002896,0.025054132404313,0.0262649754484626,0.0172800274233431,0.0148985832358723,0.013706341653594,0.0106975714301218,0.00957711974239963,0.010193723607778,0.0182027040523735,0.0177124277899927,phylum_Fibrobacterota,sd
26.5,26.643683323806,23.5381376359095,19.1219499756132,14.3430612807461,12.0314309483153,9.83620793876555,10.1105807113377,11.6590836126803,13.966704807861,18.077229796022,23.9222554276149,27.9829213394788,phylum_Marinisomatota,mean
26.5,6.62010572421343,5.78591842840888,4.71061282675899,4.49096121444114,4.3430245732047,4.26907988430425,4.06299316282771,4.06278912896849,4.30162189384063,4.65056582848706,5.93919029904472,6.88475093804509,phylum_Marinisomatota,sd
26.5,1.78040965231183,1.56130990691771,1.34932339290257,1.21617115948575,1.34754630780847,1.56351868708049,1.92075286873039,2.23902219044553,2.44381372863553,2.43608049980619,2.26539909715513,2.08952639066604,phylum_Myxococcota,mean
26.5,0.664806068814347,0.624444029171733,0.650743417320222,0.693111759597731,0.833544803642947,0.883208723809441,0.984576659601622,0.992464788560614,0.997811326215115,0.933689681123438,0.855487035692777,0.80580186105903,phylum_Myxococcota,sd
26.5,593.542341688603,585.541081316277,575.863602102545,563.220633996845,557.784846640774,552.20005952753,554.478899859926,560.02883840497,573.723416593999,590.091596517609,598.769548147831,597.537567779322,phylum_Pseudomonadota,mean
26.5,67.9267492004442,69.4216298308703,65.5663373335613,59.1582760924158,59.7056119954414,57.2252691526491,55.4594586622681,54.4200315818081,54.7515855942157,53.2773982817782,61.2839122483093,64.2154624794569,phylum_Pseudomonadota,sd
26.5,3.08229673135152,2.9574258170202,2.72067766591782,2.45893130865478,2.22545869984891,1.99704354402267,1.9342422184013,2.10625017925687,2.2481950317788,2.49296672845585,2.73094347842243,3.18024106062058,phylum_SAR324,mean
26.5,0.74727448382449,0.695518264688233,0.655083281419493,0.621369150838205,0.624705566303463,0.597991564335972,0.591572797357036,0.620875036874092,0.568904486405813,0.599815994409208,0.650916737257485,0.67151532694057,phylum_SAR324,sd
26.5,32.0437217744344,30.1335983817847,25.7102657217729,19.7764794487892,16.0788130256762,13.4699953557665,14.1008874295,16.0555584833501,18.7018573800877,22.0602817939609,27.3143404883821,31.2754744414127,phylum_Thermoplasmatota,mean
26.5,7.60049441228752,7.81335415039663,7.74793927149081,8.41153611099099,8.13289304887661,8.30234945773407,8.26912514143733,8.41068020004821,8.69124209159829,8.33429743404708,8.14767094877607,8.10690215373808,phylum_Thermoplasmatota,sd
26.5,1.99414480489811,2.12489066163117,1.73282098205159,1.09780527746834,0.695838656303122,0.499771400104881,0.453175521565812,0.52233498078158,0.436749953451136,0.534808282562162,0.886830172758825,1.42976316108188,phylum_Thermoproteota,mean
26.5,1.30217261315563,1.32993701253336,1.19602098031254,1.05670122549001,0.915085669459986,0.897648868314914,0.834200230823721,0.945558252865117,0.895605278507477,0.921966558052263,1.04698294433221,1.11534429399952,phylum_Thermoproteota,sd
27.5,25.3583325740619,24.2050754013925,21.9856849179436,19.0104771898343,17.6168950183078,16.8203009775243,17.3685819338148,17.9597652569604,19.4388495854842,21.0056498622665,23.4593822465875,25.2253332097943,class_Acidimicrobiia,mean
27.5,4.73568901603729,4.65504062387159,4.683331764185,4.34952793653991,4.4669280399911,4.78328916490465,4.60580197911843,4.81554250285706,4.61261861584571,4.54107460725108,4.64506703875869,4.44929642192998,class_Acidimicrobiia,sd
27.5,497.874710715734,486.962902031495,478.385550899918,465.699273947569,468.040565831673,464.04945315627,468.801315849103,475.131365714623,483.297102688826,493.602796862676,509.249494943252,511.55284931568,class_Alphaproteobacteria,mean
27.5,78.2481448091736,79.9649242821311,80.6393952695884,71.2822122999704,71.9901980079239,67.3897700216107,66.6001851022779,61.2794647814787,58.1371803112124,59.0014567802244,65.5260833066657,75.3043626551764,class_Alphaproteobacteria,sd
27.5,83.2154087671867,83.7824166041154,81.5939965569056,77.1274758907465,72.8564732148097,68.5071636878527,65.3425587323996,62.5366446109919,62.7559258937836,64.8879344698042,72.0343516239753,78.8475339486049,class_Bacteroidia,mean
27.5,7.91172045434002,8.76802982165434,9.19139865672243,9.46265727158273,9.50480206425539,9.47360721896831,9.98963547903182,10.2484694601024,10.2801873022891,10.3619161624721,8.94363400109902,7.90510587147416,class_Bacteroidia,sd
27.5,0.326324834866234,0.310226711283814,0.2949926978407,0.242595481786478,0.143935803882778,0.119521714047565,0.115289786984123,0.122767794992363,0.135445736255049,0.149224449777886,0.222576349731445,0.326305490318471,class_Chlamydiia,mean
27.5,0.21705302585632,0.229468382199851,0.231095996609523,0.223101671779973,0.0914058024912736,0.0634957184118407,0.0569368405936847,0.070065743468522,0.0693463161137349,0.0809997372541773,0.115972453756773,0.191055917262127,class_Chlamydiia,sd
27.5,126.662728522126,114.657665917545,109.395858126783,106.539953212679,109.570756212565,110.804793664928,116.672710565268,124.437388774982,135.947395602556,144.685978482988,145.780133654368,140.178787229459,class_Cyanobacteriia,mean
27.5,26.5797065638281,26.4243957636723,26.6376465819311,24.0908966790656,24.8973540036694,24.7658564120596,25.167174111548,25.2804727521967,26.7462033928596,26.2776520263249,27.262110263149,27.4037895510619,class_Cyanobacteriia,sd
27.5,0.014346652421605,0.0155601649997572,0.0153972778839838,0.00850273740362844,0.00588332102436897,0.00321594193928657,0.00358709207824771,0.00390761851017837,0.0029636776561889,0.0032616954895065,0.00525832876611765,0.00726137038171216,class_Fibrobacteria,mean
27.5,0.0278536757674523,0.030069283918128,0.032736709338934,0.0252311276966094,0.0200310711025436,0.00993292977603392,0.011463840726082,0.00974681736993376,0.00972101409725239,0.0140326008610175,0.0195602672422418,0.0177838659264084,class_Fibrobacteria,sd
27.5,121.303142731006,120.827808130704,116.48477375324,108.768866891127,102.344196114173,95.4391964215499,92.0925628442031,90.8820741433364,92.3321740810688,98.2242722988129,108.247343298105,116.503037423354,class_Gammaproteobacteria,mean
27.5,5.30267518038249,5.48940677332304,6.2662580069378,6.72192440946579,5.71822280952384,5.61432979858986,6.56930175904575,6.71538107298432,6.78052695190531,5.36947389230463,5.37506391026963,5.16263011857685,class_Gammaproteobacteria,sd
27.5,27.1802747093535,23.9875033802998,19.9183017996283,14.1935861146794,11.5847962372972,9.28535283237266,9.39688800537529,10.9103468275227,13.2980454245045,17.975793280825,24.4721118751985,28.6528772733031,class_Marinisomatia,mean
27.5,6.45708025086667,5.68317143858567,4.98718309078519,4.61115144788519,4.20270384739596,4.04591452640706,3.85065796867895,4.08736890344371,4.30947054198571,4.76999888875382,6.17446261952656,6.43769822772037,class_Marinisomatia,sd
27.5,2.23901364096942,2.45896228193544,2.08831054010333,1.22208489991631,0.746149486081152,0.511896220224881,0.493250857202918,0.548244792850612,0.444051518543321,0.59328565515292,0.952186550044056,1.56389644955261,class_Nitrososphaeria,mean
27.5,1.3695035747461,1.4077878477225,1.22184067434236,1.0073886214914,0.928211487013874,0.848470969364501,0.861205465845916,0.945635160073694,0.874208944621571,1.03136269718269,1.09304535524429,1.16189467199171,class_Nitrososphaeria,sd
27.5,33.5758903035942,31.8495976806069,27.1520555339563,19.9053497231094,16.2817014632502,13.8789569609348,13.979419058955,15.7503584946506,18.0564585852849,22.0209454957993,27.8302183478307,32.4733537232265,class_Poseidoniia,mean
27.5,7.13536444556438,7.48346970057027,7.73433162756961,8.16414897619135,7.93780396308827,8.34626980777305,8.5610652907464,8.50341423453413,8.83570584767378,8.75885759123716,8.51917654042205,7.85472814370806,class_Poseidoniia,sd
27.5,3.28809296414614,3.00079969007594,2.81041310466311,2.46555477462467,2.23336246775983,2.00372929838083,1.9438720609151,2.11961591459023,2.26151712301183,2.52328235252913,2.77219267752953,3.29346569990023,class_SAR324,mean
27.5,0.822158916150458,0.795206325101339,0.70357504404587,0.620533765971031,0.624369705770441,0.618348303372223,0.613254458278456,0.628944189113313,0.557016526300863,0.596075427891384,0.652174953851924,0.720185720126621,class_SAR324,sd
27.5,2.60685554456252,2.41193672677932,1.99969576610109,1.48491722775193,1.17495368164964,0.952970827829379,0.972612409702001,1.10863428740547,1.31725571757326,1.67345152686422,2.16128946293432,2.53603845900641,class_UBA1144,mean
27.5,0.434118572720107,0.438377530763489,0.445981555208834,0.439797699915898,0.383057003841599,0.389252239786562,0.426098633776129,0.45827710414323,0.460209399366695,0.43562246251778,0.443902068972823,0.439900146114485,class_UBA1144,sd
27.5,0.211588899435586,0.18329726402514,0.149076026490338,0.109154435921692,0.101617317479636,0.125217610731422,0.154664514550359,0.186233033685148,0.252427927459212,0.315975350849158,0.318158890699124,0.280290218771874,class_UBA4151,mean
27.5,0.113842022649168,0.110237159832785,0.0993431147333206,0.102462908163669,0.107310541325507,0.133155393352121,0.128280153434461,0.144582603873791,0.16922109039535,0.197819194061403,0.179033790324712,0.15029001182438,class_UBA4151,sd
27.5,0.807817524775433,0.733200545746905,0.625315477567179,0.488279557613476,0.477932487476434,0.544484683047127,0.727215087461138,0.872151893256411,0.987058501837489,1.015591671042,0.954372611966056,0.882913178942489,class_UBA796,mean
27.5,0.297966446785116,0.288534653998964,0.299132892962192,0.298282100278507,0.351420372569503,0.398022413717456,0.452820311132463,0.46177085095367,0.423575421775554,0.388318716230812,0.344895992608524,0.311910300999076,class_UBA796,sd
27.5,0.10491302205574,0.0812758349423441,0.0845402139202027,0.107602226624171,0.143975185745934,0.199856129334479,0.261348917666635,0.306401665341605,0.316006932472224,0.282393062456509,0.212054990255085,0.156584559983866,class_XYA12-FULL-58-9,mean
27.5,0.0929895039597174,0.0782495532589173,0.0794880059795578,0.100273846949088,0.12608529460813,0.147838724993649,0.17619560042664,0.179288900709741,0.178510681278406,0.160891585199713,0.132105320196019,0.113368746588286,class_XYA12-FULL-58-9,sd
27.5,36.277204250976,34.4457867544789,29.6113266799671,20.5418846358312,15.8970406581218,13.1278981344058,13.645076674848,15.5272505140899,17.6566385047582,21.0522299134889,27.7770945589058,34.0004407771935,domain_Archaea,mean
27.5,10.1205260032654,10.0525273551116,10.0085264168981,10.1478703820561,9.61695716373132,9.51360664059096,9.87979645000615,9.74565527456804,9.98662348732344,10.9877215626661,11.6992630648847,11.5316354519796,domain_Archaea,sd
27.5,951.813536592631,920.915027106726,888.113144406906,831.831757428096,817.311635576762,791.12571276518,795.377669501305,813.593761224013,838.959844790972,875.330926216566,937.153700663493,968.876204619041,domain_Bacteria,mean
27.5,127.069009374753,127.205830747785,129.731024394379,109.231315800272,109.679026526713,100.490359164441,92.3020787542678,87.0299441171932,85.4230247863661,89.4589293770211,94.5458046491408,115.848683214507,domain_Bacteria,sd
27.5,28.9796366101847,28.0295560065944,24.9353681716638,20.647051301946,18.7176729134409,18.1814267668296,19.1996670452376,20.1601563570448,21.3831568446297,22.5398519098759,25.8488119403903,28.5899614010293,phylum_Actinomycetota,mean
27.5,5.77254148089702,5.84992483855558,5.74187599132212,5.61756504062846,5.73947060669023,5.77793953764636,5.91212089749249,5.69485808972009,5.66065384693514,5.51572514176401,5.85102916917671,5.44950308587847,phylum_Actinomycetota,sd
27.5,83.8958176447795,84.3538585296044,82.2379018288392,78.068920139166,74.0190124218281,69.8979762627528,66.8408069573916,64.0467998082821,64.1760591121821,66.1345181059379,73.1128492226968,79.7201235917899,phylum_Bacteroidota,mean
27.5,7.90838266349516,8.75401354725415,9.15935529841774,9.43022508621294,9.42829863873121,9.33628825409573,9.82474261870211,10.0428547877792,10.1155522036859,10.2308735756872,8.84571445778515,7.83890250999837,phylum_Bacteroidota,sd
27.5,0.326324834866234,0.310226711283814,0.2949926978407,0.242595481786478,0.143935803882778,0.119521714047565,0.115289786984123,0.122767794992363,0.135445736255049,0.149224449777886,0.222576349731445,0.326305490318471,phylum_Chlamydiota,mean
27.5,0.21705302585632,0.229468382199851,0.231095996609523,0.223101671779973,0.0914058024912736,0.0634957184118407,0.0569368405936847,0.070065743468522,0.0693463161137349,0.0809997372541773,0.115972453756773,0.191055917262127,phylum_Chlamydiota,sd
27.5,125.994204032564,113.324642886611,109.053931319221,104.970361583262,107.283243507084,105.381843935056,111.520356011735,120.322101347538,130.959610713961,139.183572400788,139.443731737034,139.057502087928,phylum_Cyanobacteriota,mean
27.5,33.5586504115874,31.6349382559843,32.9027795293288,31.2587745198213,33.414848923546,32.0014489617096,32.1458053731327,32.5500689955701,33.2052934382867,32.1901865503969,34.3216670289547,36.3597126267251,phylum_Cyanobacteriota,sd
27.5,2.60685554456252,2.41193672677932,1.99969576610109,1.48491722775193,1.17495368164964,0.952970827829379,0.972612409702001,1.10863428740547,1.31725571757326,1.67345152686422,2.16128946293432,2.53603845900641,phylum_Desulfobacterota_D,mean
27.5,0.434118572720107,0.438377530763489,0.445981555208834,0.439797699915898,0.383057003841599,0.389252239786562,0.426098633776129,0.45827710414323,0.460209399366695,0.43562246251778,0.443902068972823,0.439900146114485,phylum_Desulfobacterota_D,sd
27.5,0.014346652421605,0.0155601649997572,0.0153972778839838,0.00850273740362844,0.00588332102436897,0.00321594193928657,0.00358709207824771,0.00390761851017837,0.0029636776561889,0.0032616954895065,0.00525832876611765,0.00726137038171216,phylum_Fibrobacterota,mean
27.5,0.0278536757674523,0.030069283918128,0.032736709338934,0.0252311276966094,0.0200310711025436,0.00993292977603392,0.011463840726082,0.00974681736993376,0.00972101409725239,0.0140326008610175,0.0195602672422418,0.0177838659264084,phylum_Fibrobacterota,sd
27.5,27.1244786840219,23.8562076991496,19.7810803020803,14.3303855311591,11.882545408234,9.57974095253493,9.73819026094638,11.3091725726438,13.7312976869692,18.1397991204205,24.1591672702263,28.6029291105528,phylum_Marinisomatota,mean
27.5,6.676648175299,5.7866745626646,4.76298337025521,4.4524947852797,4.29920190238988,4.35542594367976,4.05837696964694,4.12393574934292,4.31810864969291,4.71962799009957,6.10477771377001,6.86771609018533,phylum_Marinisomatota,sd
27.5,1.72377429703573,1.54073373387912,1.3398656327643,1.16555401643526,1.24066248207678,1.52640222810832,1.8599429175051,2.19023823225923,2.41937945388669,2.40220082592315,2.19908915776879,2.02205627632524,phylum_Myxococcota,mean
27.5,0.664764255045272,0.631351016554881,0.657695769438163,0.69235363975866,0.783706611672342,0.91719099318233,0.994553593371447,1.01207087806208,1.01296556000626,0.94039495683911,0.849094937849091,0.801170616899106,phylum_Myxococcota,sd
27.5,589.474690439151,580.617169042734,570.856681743035,558.332471733827,551.950475711089,545.893282153056,550.010930899474,556.177215728393,570.673011117715,586.214151035823,595.356894300534,594.247233013007,phylum_Pseudomonadota,mean
27.5,67.1277431825164,67.8443832001527,67.4251434672695,57.7200580432195,58.8751210140489,55.6491246155914,53.949917297488,52.8929460805929,53.9035901022994,56.0744438527293,62.6005080069531,65.9121356327119,phylum_Pseudomonadota,sd
27.5,3.28809296414614,3.00079969007594,2.81041310466311,2.46555477462467,2.23336246775983,2.00372929838083,1.9438720609151,2.11961591459023,2.26151712301183,2.52328235252913,2.77219267752953,3.29346569990023,phylum_SAR324,mean
27.5,0.822158916150458,0.795206325101339,0.70357504404587,0.620533765971031,0.624369705770441,0.618348303372223,0.613254458278456,0.628944189113313,0.557016526300863,0.596075427891384,0.652174953851924,0.720185720126621,phylum_SAR324,sd
27.5,32.8834409152086,31.37480400304,27.1169281822367,19.8613875118251,15.859580048488,13.129475511861,13.4156245975304,15.2601700671357,18.1061470078543,21.7418631713121,27.5126212007724,31.8686174733517,phylum_Thermoplasmatota,mean
27.5,7.34547087045229,7.53430948802147,7.7119889943872,7.87598403324661,7.87338153878315,8.07277628570635,8.50706918545119,8.49029065109059,8.67137391299297,8.41461553028902,7.84027356751764,7.96528803112649,phylum_Thermoplasmatota,sd
27.5,2.23788047633253,2.45795021828336,2.08913254157688,1.21522981384041,0.745512095262651,0.508762323461588,0.492430711389207,0.546515593508994,0.442803678438154,0.590908640167922,0.956482611481568,1.56565748978203,phylum_Thermoproteota,mean
27.5,1.36827109741522,1.40932486797773,1.2270033224571,1.0117070131337,0.931802876910159,0.850638217782121,0.866372270132468,0.949030952468617,0.872809511937655,1.02939920881421,1.0976014210698,1.16907556080705,phylum_Thermoproteota,sd
28.5,25.1593910177938,24.2934237229668,22.1443205420877,18.8103671212796,17.267815229433,16.414508049492,16.8302407326457,17.494144505574,19.1645520746708,20.7501897532956,23.3352769213954,25.114920173712,class_Acidimicrobiia,mean
28.5,4.88840274432096,4.80627314432472,4.91412690675193,4.80890813807834,4.63975248285714,5.10363041630729,4.7146765591192,4.94735046979044,4.73122363463796,4.69429410742827,4.59751237082625,4.52685120584058,class_Acidimicrobiia,sd
28.5,484.346394113466,469.625491275507,458.193471438745,449.600604205564,451.079870891454,450.186946161588,457.958922604019,465.809724317345,476.031503099554,485.505873042462,501.283451046663,500.666851188622,class_Alphaproteobacteria,mean
28.5,85.3323696622257,87.9908192909796,87.5630365744241,77.4908800630181,75.7242682744442,73.0350957578657,75.4689775547506,67.7771693545114,62.6371344276511,67.1301699764793,72.8164423456003,83.5375472225998,class_Alphaproteobacteria,sd
28.5,85.1339129541435,85.4455783713098,83.4679039291307,78.5452247124092,74.3028273685306,70.3238384022432,66.9901057243347,63.3813771715351,63.312905256421,65.5980529367047,73.5050031718086,80.7665095441482,class_Bacteroidia,mean
28.5,8.95884006149126,9.2519258220981,9.79852147053427,10.3731889297934,10.7336858067161,11.5045562436196,12.0489490186522,10.8864782622342,10.4295709529158,11.2816839850621,8.85319652634943,8.42813070936817,class_Bacteroidia,sd
28.5,0.327212028128698,0.297991586498021,0.313175819091974,0.256887325508675,0.143561559832911,0.11831110060288,0.125047061046786,0.123076612205592,0.123555527896136,0.153338855423727,0.230087286781282,0.347399463349332,class_Chlamydiia,mean
28.5,0.215831248642875,0.230974822822074,0.249707777811804,0.224726758082889,0.0831232104028249,0.0568247368734737,0.0630765689217009,0.0738724947714205,0.0658599350228444,0.079863985839879,0.107725348212588,0.196509303958708,class_Chlamydiia,sd
28.5,120.261545751921,106.618806702921,101.253417622188,99.9997834496639,103.515475930191,105.273798583935,112.858961575246,121.140346622467,133.926206748314,141.600239983415,143.350419044806,136.692768437333,class_Cyanobacteriia,mean
28.5,27.3234240779589,26.4434547456203,26.7297727347783,24.7148797356126,25.2637105822023,25.6590744717624,26.1811789953108,26.8016125812093,28.3943658230934,29.3641745846431,29.1398082483858,29.7008526902922,class_Cyanobacteriia,sd
28.5,0.0166872125866968,0.0184381337955689,0.017507872750292,0.00998363111924061,0.00695272980307499,0.00557217856634737,0.00537888238803705,0.00508568792428752,0.00392637174396245,0.00449251525600559,0.0059283879358458,0.0107997994418321,class_Fibrobacteria,mean
28.5,0.0283795114228723,0.0326430144605564,0.0321517427278418,0.025835561744272,0.0213469509379328,0.0157539966737407,0.0166398586366381,0.0138315082125121,0.013348674854306,0.0163213607051151,0.0158606596731032,0.0259427730313282,class_Fibrobacteria,sd
28.5,122.68723488228,122.144119535708,118.265450335484,109.714544253256,102.919906029047,96.1806509840722,92.8218578039431,91.000606656542,92.5282452003629,98.7909810159721,109.331590585148,118.121409790189,class_Gammaproteobacteria,mean
28.5,5.63796239469065,6.05566246103368,6.6616021030989,7.52509851197471,5.71817466052302,5.63999242893544,5.86873956222918,6.11158584253129,5.73100200292015,5.33305615750497,5.2209708586894,4.93146324756668,class_Gammaproteobacteria,sd
28.5,27.6041860252473,24.0558888780574,20.1852764449502,14.445570388093,11.1817312941804,8.99803671154629,8.8072138183458,10.2991720045049,13.0151262808299,17.8578659218754,24.9191426275298,28.8193685194003,class_Marinisomatia,mean
28.5,6.8319692910755,6.05418497302302,5.47278914089339,4.86490997372205,4.35573919028986,4.19359074814525,3.79700780359542,4.07877185368887,4.41544847445038,4.9834522498943,6.45095839131263,6.35840229805869,class_Marinisomatia,sd
28.5,2.48767656376525,2.85138263764968,2.51773128190559,1.47647449596982,0.78993956451797,0.569138334078932,0.564068138142903,0.602331705856043,0.492835525944941,0.707772532347571,1.05082123477078,1.69021511605265,class_Nitrososphaeria,mean
28.5,1.41807853266128,1.50348171306169,1.40390531427923,1.1755388391484,0.99652763097762,0.958281442136538,1.03374312170462,1.04474524027979,0.962476239254377,1.22804479977263,1.1965887341171,1.25965536406851,class_Nitrososphaeria,sd
28.5,34.3690125008424,32.9795136135218,28.4817363585522,20.63819213904,16.3648617850878,13.8876389378875,13.4894254605426,15.2165674014894,17.8638807621121,22.1492114460595,28.2363070221508,32.9727431659605,class_Poseidoniia,mean
28.5,7.47991807880094,7.55909651223585,7.97277305048833,8.8472549886252,8.17035304170604,8.60254539259852,8.64754783301212,8.99241293796757,9.46977952413683,9.24322077657834,8.51734701320577,7.75675994068271,class_Poseidoniia,sd
28.5,3.38862155006432,3.03893416390261,2.85382827480584,2.49223670141461,2.25925528998395,1.98300218756548,1.95305942406184,2.07041788856252,2.24924214876362,2.51262295138064,2.85774877309142,3.32716590881635,class_SAR324,mean
28.5,0.906350108686634,0.866077140275392,0.788014913759517,0.690520173186025,0.663875841979601,0.692505316894283,0.6421648348276,0.657369385275982,0.565987768720459,0.621492112791181,0.673152469348958,0.811523761459653,class_SAR324,sd
28.5,2.64549647452785,2.46123968415401,2.05546355778717,1.49559914146313,1.14546986017741,0.928825577653433,0.920165659538379,1.04614518528768,1.27591492828785,1.66037034862766,2.17294271857131,2.56430496129335,class_UBA1144,mean
28.5,0.434313804133833,0.458468514865068,0.494733684976281,0.481687465742609,0.40323287834959,0.41610545004792,0.416026910777676,0.444166455212909,0.428403557751393,0.399806377370208,0.417741268581216,0.418839420607733,class_UBA1144,sd
28.5,0.189720396324974,0.164764183172363,0.131444219757816,0.103257499957067,0.0929050712418721,0.118500516909712,0.144713867431511,0.175839844162765,0.242078125496948,0.309333521283849,0.307235553705729,0.255003368107667,class_UBA4151,mean
28.5,0.109255123914387,0.105100305149379,0.0929675151172577,0.112018740217998,0.0990240584607763,0.131872145781998,0.139040708970588,0.148657947470816,0.168647524710587,0.205003622899351,0.174758455479689,0.133963974644085,class_UBA4151,sd
28.5,0.811330248433731,0.752701608752649,0.659112104344383,0.486017665354416,0.448285849146269,0.521705267390729,0.722736191020322,0.865915840688417,0.977255436387278,0.990822886125933,0.928553795228329,0.870416862031847,class_UBA796,mean
28.5,0.309154206564089,0.290600603850664,0.305596605142108,0.315733125759849,0.352154926309283,0.427708401981496,0.503047340309141,0.515606554741532,0.46013871788585,0.407911006886843,0.366620061524772,0.316502041437719,class_UBA796,sd
28.5,0.0961692584864686,0.0722817395219367,0.07353740702018,0.092067962014314,0.122213153377645,0.17735870007137,0.24204089943004,0.286074872051424,0.296578095414829,0.26650978511098,0.198377733062536,0.143342673177016,class_XYA12-FULL-58-9,mean
28.5,0.088325161065484,0.0729914461333961,0.0745923373720462,0.0923529637372564,0.108526984089288,0.131869150477926,0.16314427511364,0.173599192178523,0.169145060087834,0.155649239507058,0.130498593426101,0.109549719021867,class_XYA12-FULL-58-9,sd
