y,January,February,March,April,May,June,July,August,September,October,November,December,clade,stat_type
-82.5,,,,,,,,,,,,,domain_Archaea,sd
-82.5,,,,,,,,,,,,,domain_Bacteria,mean
-82.5,,,,,,,,,,,,,domain_Bacteria,sd
-82.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-82.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-82.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-82.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-82.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-82.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-82.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-82.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-82.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-82.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-82.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-82.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-82.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-82.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-82.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-82.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-82.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-82.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-82.5,,,,,,,,,,,,,phylum_SAR324,mean
-82.5,,,,,,,,,,,,,phylum_SAR324,sd
-82.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-82.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-82.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-82.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-81.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-81.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-81.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-81.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-81.5,,,,,,,,,,,,,class_Bacteroidia,mean
-81.5,,,,,,,,,,,,,class_Bacteroidia,sd
-81.5,,,,,,,,,,,,,class_Chlamydiia,mean
-81.5,,,,,,,,,,,,,class_Chlamydiia,sd
-81.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-81.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-81.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-81.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-81.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-81.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-81.5,,,,,,,,,,,,,class_Marinisomatia,mean
-81.5,,,,,,,,,,,,,class_Marinisomatia,sd
-81.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-81.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-81.5,,,,,,,,,,,,,class_Poseidoniia,mean
-81.5,,,,,,,,,,,,,class_Poseidoniia,sd
-81.5,,,,,,,,,,,,,class_SAR324,mean
-81.5,,,,,,,,,,,,,class_SAR324,sd
-81.5,,,,,,,,,,,,,class_UBA1144,mean
-81.5,,,,,,,,,,,,,class_UBA1144,sd
-81.5,,,,,,,,,,,,,class_UBA4151,mean
-81.5,,,,,,,,,,,,,class_UBA4151,sd
-81.5,,,,,,,,,,,,,class_UBA796,mean
-81.5,,,,,,,,,,,,,class_UBA796,sd
-81.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-81.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-81.5,,,,,,,,,,,,,domain_Archaea,mean
-81.5,,,,,,,,,,,,,domain_Archaea,sd
-81.5,,,,,,,,,,,,,domain_Bacteria,mean
-81.5,,,,,,,,,,,,,domain_Bacteria,sd
-81.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-81.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-81.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-81.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-81.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-81.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-81.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-81.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-81.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-81.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-81.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-81.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-81.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-81.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-81.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-81.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-81.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-81.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-81.5,,,,,,,,,,,,,phylum_SAR324,mean
-81.5,,,,,,,,,,,,,phylum_SAR324,sd
-81.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-81.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-81.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-81.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-80.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-80.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-80.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-80.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-80.5,,,,,,,,,,,,,class_Bacteroidia,mean
-80.5,,,,,,,,,,,,,class_Bacteroidia,sd
-80.5,,,,,,,,,,,,,class_Chlamydiia,mean
-80.5,,,,,,,,,,,,,class_Chlamydiia,sd
-80.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-80.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-80.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-80.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-80.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-80.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-80.5,,,,,,,,,,,,,class_Marinisomatia,mean
-80.5,,,,,,,,,,,,,class_Marinisomatia,sd
-80.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-80.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-80.5,,,,,,,,,,,,,class_Poseidoniia,mean
-80.5,,,,,,,,,,,,,class_Poseidoniia,sd
-80.5,,,,,,,,,,,,,class_SAR324,mean
-80.5,,,,,,,,,,,,,class_SAR324,sd
-80.5,,,,,,,,,,,,,class_UBA1144,mean
-80.5,,,,,,,,,,,,,class_UBA1144,sd
-80.5,,,,,,,,,,,,,class_UBA4151,mean
-80.5,,,,,,,,,,,,,class_UBA4151,sd
-80.5,,,,,,,,,,,,,class_UBA796,mean
-80.5,,,,,,,,,,,,,class_UBA796,sd
-80.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-80.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-80.5,,,,,,,,,,,,,domain_Archaea,mean
-80.5,,,,,,,,,,,,,domain_Archaea,sd
-80.5,,,,,,,,,,,,,domain_Bacteria,mean
-80.5,,,,,,,,,,,,,domain_Bacteria,sd
-80.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-80.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-80.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-80.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-80.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-80.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-80.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-80.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-80.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-80.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-80.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-80.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-80.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-80.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-80.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-80.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-80.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-80.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-80.5,,,,,,,,,,,,,phylum_SAR324,mean
-80.5,,,,,,,,,,,,,phylum_SAR324,sd
-80.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-80.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-80.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-80.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-79.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-79.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-79.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-79.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-79.5,,,,,,,,,,,,,class_Bacteroidia,mean
-79.5,,,,,,,,,,,,,class_Bacteroidia,sd
-79.5,,,,,,,,,,,,,class_Chlamydiia,mean
-79.5,,,,,,,,,,,,,class_Chlamydiia,sd
-79.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-79.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-79.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-79.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-79.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-79.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-79.5,,,,,,,,,,,,,class_Marinisomatia,mean
-79.5,,,,,,,,,,,,,class_Marinisomatia,sd
-79.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-79.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-79.5,,,,,,,,,,,,,class_Poseidoniia,mean
-79.5,,,,,,,,,,,,,class_Poseidoniia,sd
-79.5,,,,,,,,,,,,,class_SAR324,mean
-79.5,,,,,,,,,,,,,class_SAR324,sd
-79.5,,,,,,,,,,,,,class_UBA1144,mean
-79.5,,,,,,,,,,,,,class_UBA1144,sd
-79.5,,,,,,,,,,,,,class_UBA4151,mean
-79.5,,,,,,,,,,,,,class_UBA4151,sd
-79.5,,,,,,,,,,,,,class_UBA796,mean
-79.5,,,,,,,,,,,,,class_UBA796,sd
-79.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-79.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-79.5,,,,,,,,,,,,,domain_Archaea,mean
-79.5,,,,,,,,,,,,,domain_Archaea,sd
-79.5,,,,,,,,,,,,,domain_Bacteria,mean
-79.5,,,,,,,,,,,,,domain_Bacteria,sd
-79.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-79.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-79.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-79.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-79.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-79.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-79.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-79.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-79.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-79.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-79.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-79.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-79.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-79.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-79.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-79.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-79.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-79.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-79.5,,,,,,,,,,,,,phylum_SAR324,mean
-79.5,,,,,,,,,,,,,phylum_SAR324,sd
-79.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-79.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-79.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-79.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-78.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-78.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-78.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-78.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-78.5,,,,,,,,,,,,,class_Bacteroidia,mean
-78.5,,,,,,,,,,,,,class_Bacteroidia,sd
-78.5,,,,,,,,,,,,,class_Chlamydiia,mean
-78.5,,,,,,,,,,,,,class_Chlamydiia,sd
-78.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-78.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-78.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-78.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-78.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-78.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-78.5,,,,,,,,,,,,,class_Marinisomatia,mean
-78.5,,,,,,,,,,,,,class_Marinisomatia,sd
-78.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-78.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-78.5,,,,,,,,,,,,,class_Poseidoniia,mean
-78.5,,,,,,,,,,,,,class_Poseidoniia,sd
-78.5,,,,,,,,,,,,,class_SAR324,mean
-78.5,,,,,,,,,,,,,class_SAR324,sd
-78.5,,,,,,,,,,,,,class_UBA1144,mean
-78.5,,,,,,,,,,,,,class_UBA1144,sd
-78.5,,,,,,,,,,,,,class_UBA4151,mean
-78.5,,,,,,,,,,,,,class_UBA4151,sd
-78.5,,,,,,,,,,,,,class_UBA796,mean
-78.5,,,,,,,,,,,,,class_UBA796,sd
-78.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-78.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-78.5,,,,,,,,,,,,,domain_Archaea,mean
-78.5,,,,,,,,,,,,,domain_Archaea,sd
-78.5,,,,,,,,,,,,,domain_Bacteria,mean
-78.5,,,,,,,,,,,,,domain_Bacteria,sd
-78.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-78.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-78.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-78.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-78.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-78.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-78.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-78.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-78.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-78.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-78.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-78.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-78.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-78.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-78.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-78.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-78.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-78.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-78.5,,,,,,,,,,,,,phylum_SAR324,mean
-78.5,,,,,,,,,,,,,phylum_SAR324,sd
-78.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-78.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-78.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-78.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-77.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-77.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-77.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-77.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-77.5,,,,,,,,,,,,,class_Bacteroidia,mean
-77.5,,,,,,,,,,,,,class_Bacteroidia,sd
-77.5,,,,,,,,,,,,,class_Chlamydiia,mean
-77.5,,,,,,,,,,,,,class_Chlamydiia,sd
-77.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-77.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-77.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-77.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-77.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-77.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-77.5,,,,,,,,,,,,,class_Marinisomatia,mean
-77.5,,,,,,,,,,,,,class_Marinisomatia,sd
-77.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-77.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-77.5,,,,,,,,,,,,,class_Poseidoniia,mean
-77.5,,,,,,,,,,,,,class_Poseidoniia,sd
-77.5,,,,,,,,,,,,,class_SAR324,mean
-77.5,,,,,,,,,,,,,class_SAR324,sd
-77.5,,,,,,,,,,,,,class_UBA1144,mean
-77.5,,,,,,,,,,,,,class_UBA1144,sd
-77.5,,,,,,,,,,,,,class_UBA4151,mean
-77.5,,,,,,,,,,,,,class_UBA4151,sd
-77.5,,,,,,,,,,,,,class_UBA796,mean
-77.5,,,,,,,,,,,,,class_UBA796,sd
-77.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-77.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-77.5,,,,,,,,,,,,,domain_Archaea,mean
-77.5,,,,,,,,,,,,,domain_Archaea,sd
-77.5,,,,,,,,,,,,,domain_Bacteria,mean
-77.5,,,,,,,,,,,,,domain_Bacteria,sd
-77.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-77.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-77.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-77.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-77.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-77.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-77.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-77.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-77.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-77.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-77.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-77.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-77.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-77.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-77.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-77.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-77.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-77.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-77.5,,,,,,,,,,,,,phylum_SAR324,mean
-77.5,,,,,,,,,,,,,phylum_SAR324,sd
-77.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-77.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-77.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-77.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-76.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-76.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-76.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-76.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-76.5,,,,,,,,,,,,,class_Bacteroidia,mean
-76.5,,,,,,,,,,,,,class_Bacteroidia,sd
-76.5,,,,,,,,,,,,,class_Chlamydiia,mean
-76.5,,,,,,,,,,,,,class_Chlamydiia,sd
-76.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-76.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-76.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-76.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-76.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-76.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-76.5,,,,,,,,,,,,,class_Marinisomatia,mean
-76.5,,,,,,,,,,,,,class_Marinisomatia,sd
-76.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-76.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-76.5,,,,,,,,,,,,,class_Poseidoniia,mean
-76.5,,,,,,,,,,,,,class_Poseidoniia,sd
-76.5,,,,,,,,,,,,,class_SAR324,mean
-76.5,,,,,,,,,,,,,class_SAR324,sd
-76.5,,,,,,,,,,,,,class_UBA1144,mean
-76.5,,,,,,,,,,,,,class_UBA1144,sd
-76.5,,,,,,,,,,,,,class_UBA4151,mean
-76.5,,,,,,,,,,,,,class_UBA4151,sd
-76.5,,,,,,,,,,,,,class_UBA796,mean
-76.5,,,,,,,,,,,,,class_UBA796,sd
-76.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-76.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-76.5,,,,,,,,,,,,,domain_Archaea,mean
-76.5,,,,,,,,,,,,,domain_Archaea,sd
-76.5,,,,,,,,,,,,,domain_Bacteria,mean
-76.5,,,,,,,,,,,,,domain_Bacteria,sd
-76.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-76.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-76.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-76.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-76.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-76.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-76.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-76.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-76.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-76.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-76.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-76.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-76.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-76.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-76.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-76.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-76.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-76.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-76.5,,,,,,,,,,,,,phylum_SAR324,mean
-76.5,,,,,,,,,,,,,phylum_SAR324,sd
-76.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-76.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-76.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-76.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-75.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-75.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-75.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-75.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-75.5,,,,,,,,,,,,,class_Bacteroidia,mean
-75.5,,,,,,,,,,,,,class_Bacteroidia,sd
-75.5,,,,,,,,,,,,,class_Chlamydiia,mean
-75.5,,,,,,,,,,,,,class_Chlamydiia,sd
-75.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-75.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-75.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-75.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-75.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-75.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
-75.5,,,,,,,,,,,,,class_Marinisomatia,mean
-75.5,,,,,,,,,,,,,class_Marinisomatia,sd
-75.5,,,,,,,,,,,,,class_Nitrososphaeria,mean
-75.5,,,,,,,,,,,,,class_Nitrososphaeria,sd
-75.5,,,,,,,,,,,,,class_Poseidoniia,mean
-75.5,,,,,,,,,,,,,class_Poseidoniia,sd
-75.5,,,,,,,,,,,,,class_SAR324,mean
-75.5,,,,,,,,,,,,,class_SAR324,sd
-75.5,,,,,,,,,,,,,class_UBA1144,mean
-75.5,,,,,,,,,,,,,class_UBA1144,sd
-75.5,,,,,,,,,,,,,class_UBA4151,mean
-75.5,,,,,,,,,,,,,class_UBA4151,sd
-75.5,,,,,,,,,,,,,class_UBA796,mean
-75.5,,,,,,,,,,,,,class_UBA796,sd
-75.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,mean
-75.5,,,,,,,,,,,,,class_XYA12-FULL-58-9,sd
-75.5,,,,,,,,,,,,,domain_Archaea,mean
-75.5,,,,,,,,,,,,,domain_Archaea,sd
-75.5,,,,,,,,,,,,,domain_Bacteria,mean
-75.5,,,,,,,,,,,,,domain_Bacteria,sd
-75.5,,,,,,,,,,,,,phylum_Actinomycetota,mean
-75.5,,,,,,,,,,,,,phylum_Actinomycetota,sd
-75.5,,,,,,,,,,,,,phylum_Bacteroidota,mean
-75.5,,,,,,,,,,,,,phylum_Bacteroidota,sd
-75.5,,,,,,,,,,,,,phylum_Chlamydiota,mean
-75.5,,,,,,,,,,,,,phylum_Chlamydiota,sd
-75.5,,,,,,,,,,,,,phylum_Cyanobacteriota,mean
-75.5,,,,,,,,,,,,,phylum_Cyanobacteriota,sd
-75.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,mean
-75.5,,,,,,,,,,,,,phylum_Desulfobacterota_D,sd
-75.5,,,,,,,,,,,,,phylum_Fibrobacterota,mean
-75.5,,,,,,,,,,,,,phylum_Fibrobacterota,sd
-75.5,,,,,,,,,,,,,phylum_Marinisomatota,mean
-75.5,,,,,,,,,,,,,phylum_Marinisomatota,sd
-75.5,,,,,,,,,,,,,phylum_Myxococcota,mean
-75.5,,,,,,,,,,,,,phylum_Myxococcota,sd
-75.5,,,,,,,,,,,,,phylum_Pseudomonadota,mean
-75.5,,,,,,,,,,,,,phylum_Pseudomonadota,sd
-75.5,,,,,,,,,,,,,phylum_SAR324,mean
-75.5,,,,,,,,,,,,,phylum_SAR324,sd
-75.5,,,,,,,,,,,,,phylum_Thermoplasmatota,mean
-75.5,,,,,,,,,,,,,phylum_Thermoplasmatota,sd
-75.5,,,,,,,,,,,,,phylum_Thermoproteota,mean
-75.5,,,,,,,,,,,,,phylum_Thermoproteota,sd
-74.5,,,,,,,,,,,,,class_Acidimicrobiia,mean
-74.5,,,,,,,,,,,,,class_Acidimicrobiia,sd
-74.5,,,,,,,,,,,,,class_Alphaproteobacteria,mean
-74.5,,,,,,,,,,,,,class_Alphaproteobacteria,sd
-74.5,,,,,,,,,,,,,class_Bacteroidia,mean
-74.5,,,,,,,,,,,,,class_Bacteroidia,sd
-74.5,,,,,,,,,,,,,class_Chlamydiia,mean
-74.5,,,,,,,,,,,,,class_Chlamydiia,sd
-74.5,,,,,,,,,,,,,class_Cyanobacteriia,mean
-74.5,,,,,,,,,,,,,class_Cyanobacteriia,sd
-74.5,,,,,,,,,,,,,class_Fibrobacteria,mean
-74.5,,,,,,,,,,,,,class_Fibrobacteria,sd
-74.5,,,,,,,,,,,,,class_Gammaproteobacteria,mean
-74.5,,,,,,,,,,,,,class_Gammaproteobacteria,sd
