y,stat_type,class_Acidimicrobiia,class_Alphaproteobacteria,class_Bacteroidia,class_Chlamydiia,class_Cyanobacteriia,class_Fibrobacteria,class_Gammaproteobacteria,class_Marinisomatia,class_Nitrososphaeria,class_Poseidoniia,class_SAR324,class_UBA1144,class_UBA4151,class_UBA796,class_XYA12-FULL-58-9,domain_Archaea,domain_Bacteria,phylum_Actinomycetota,phylum_Bacteroidota,phylum_Chlamydiota,phylum_Cyanobacteriota,phylum_Desulfobacterota_D,phylum_Fibrobacterota,phylum_Marinisomatota,phylum_Myxococcota,phylum_Pseudomonadota,phylum_SAR324,phylum_Thermoplasmatota,phylum_Thermoproteota
61.5,mean,11.5290196967912,181.037883130906,65.5770741285079,0.0655998824631605,13.3638548278583,0.290210661385119,82.4165361874805,14.7140648923556,5.87072470503684,20.9240050881875,2.37825272762206,1.01975836276493,0.0391146973385405,0.25185048229433,0.0233446535743817,25.2846419702788,378.21096951856,15.9610864589763,66.068103750514,0.0655998824631605,25.8567512674834,1.01975836276493,0.290210661385119,14.8282922274563,0.652399304085267,337.121663742966,2.37825272762206,20.9886462043493,5.85605193494717
61.5,sd,8.56196653236026,136.711683817842,31.7299488157214,0.0483751326097463,17.7717897467851,0.121641149400012,34.1315652256899,12.6313001442881,5.18007957583446,14.7941144056555,1.74398749544002,0.861931840273477,0.0874827514165937,0.284333720728828,0.0554338086484972,18.0850665972163,207.263068647229,9.86978579697391,31.7013122471667,0.0483751326097463,35.4187309179639,0.861931840273477,0.121641149400012,12.541093180368,0.7159045539247,180.193771150306,1.74398749544002,15.2264416754216,5.18442641335507
62.5,mean,11.7034158728854,185.778786319143,65.3644047362584,0.0630658752221854,13.2929725745592,0.278609420793343,83.0997878145949,15.0897762938416,5.90746494097934,21.1515326899502,2.41316416631048,1.07283129236075,0.0420733505588005,0.22502462787604,0.0187112909689888,25.470913940783,385.609344662214,16.4059786631195,65.8936366969376,0.0630658752221854,25.7059909828721,1.07283129236075,0.278609420793343,15.1760991104465,0.624668610336319,343.493937179713,2.41316416631048,21.1300914301716,5.89509448057094
62.5,sd,8.31347419770307,134.120803150966,31.7206519913069,0.0437758674707781,17.2215750445302,0.115947715897968,34.7581679049091,12.6359521986086,5.27330545618488,14.6301285859069,1.72951756488243,0.869077689920461,0.107529444052478,0.251809437182717,0.0454734834449967,18.0965473243533,201.447717191993,9.64583412366555,31.7150804294014,0.0437758674707781,35.2244850574552,0.869077689920461,0.115947715897968,12.5111140080644,0.718745153582334,174.404674610948,1.72951756488243,15.1191181573735,5.27789949364588
63.5,mean,10.8536004793758,175.865589893171,69.1047828996483,0.0700010016153941,13.4274874838237,0.27964482530885,86.280790009168,14.1470843978253,5.30101323695097,20.1087514968731,2.29338407492649,1.07485099970732,0.040649909415218,0.252808242843625,0.0209643670222148,24.0768641118321,374.435155299001,15.5623619510803,69.6147496433494,0.0700010016153941,25.8104758596233,1.07485099970732,0.27964482530885,14.3737570956798,0.581210381526344,332.49704059482,2.29338407492649,20.1055926598603,5.29155829034235
63.5,sd,7.79946679618374,126.33975945552,28.900691289688,0.0481770331079206,17.9370679042471,0.118396806946258,31.6832140807028,11.6329153761302,4.82472710934703,13.4205349778488,1.61556941814206,0.880661974654784,0.11323683546716,0.254987147004455,0.0547308679421913,16.7912809844617,187.038085050348,9.10288819109675,28.9579670714633,0.0481770331079206,35.3721315367698,0.880661974654784,0.118396806946258,11.5486528672842,0.695938171435917,166.387406103291,1.61556941814206,13.82248982079,4.82929445892674
64.5,mean,9.93171928158741,163.833515073443,70.7183620573181,0.0756691433956325,12.9353852998777,0.300207590389611,87.0315167716977,13.4094333302164,4.96605635347104,19.7217251135779,2.18299371715159,0.993289741987959,0.039409438582612,0.302102498537702,0.0257173647500003,23.2287308443261,357.540747422063,14.3326932027874,71.1816913578283,0.0756691433956325,25.5076935628368,0.993289741987959,0.300207590389611,13.6000800487235,0.550059390259451,319.689854292961,2.18299371715159,19.5856919502504,4.95755092441035
64.5,sd,7.34419971162509,121.27064686607,26.3806328760331,0.0521002008515722,17.514505140209,0.125927677926275,28.3217499461896,10.8353634346682,4.40732374150697,12.41115128135,1.51846800745916,0.849619547039521,0.117258016821844,0.285349270126739,0.0669358628724874,15.6348457299548,176.887399076151,8.47685902640805,26.4547021997068,0.0521002008515722,35.4287465939208,0.849619547039521,0.125927677926275,10.7950920015351,0.681439497451217,163.352548734326,1.51846800745916,12.6598874257286,4.41069956220719
65.5,mean,9.6553520322729,164.664681141611,69.4325276034687,0.0841941791671949,17.0720914401765,0.292594961899643,90.4255006333881,12.6764592697823,4.67639461070483,18.4421854980123,2.15043389189537,1.08190174565173,0.0348807751125159,0.313241689519617,0.0316871558439931,21.8181983096507,360.804237730664,13.8465070806384,69.9188608017709,0.0841941791671949,28.2326551077792,1.08190174565173,0.292594961899643,12.9554633371257,0.555834757781876,320.497681009289,2.15043389189537,18.2465765978946,4.66652053535501
65.5,sd,6.69450447866481,113.278033978015,23.6313573632854,0.0643799650737197,22.8506893200688,0.136407843418761,25.499989014467,10.0505855018883,3.38141904299376,11.7039704738644,1.36767013487044,0.860577198330926,0.0791495888581077,0.301753384878413,0.0699552331534521,14.7231949789753,159.069313151955,7.81334494523664,23.7516183400201,0.0643799650737197,36.3870766555973,0.860577198330926,0.136407843418761,10.0199620298743,0.690544854578624,151.411544300044,1.36767013487044,11.862772035613,3.38694226230409
66.5,mean,9.53191872528566,166.087391602618,70.1521439242182,0.0784573965598875,13.4779377392946,0.314150417410684,91.0388676635244,13.3120224279532,4.65193673511184,19.4614533970329,2.21001322249437,1.00831092711773,0.0302489579779043,0.310982830171159,0.0283008710815104,23.0651053899544,361.833152391336,13.3544548647518,70.6126890421135,0.0784573965598875,26.001505200338,1.00831092711773,0.314150417410684,13.6689383278497,0.454896593721455,323.385189715028,2.21001322249437,19.3706985644133,4.64081680398985
66.5,sd,6.00081304379276,105.730012736942,19.8400312942907,0.0551279425393532,17.5175971885223,0.131906809700994,18.4622332705355,9.08636916573025,2.56140478874706,10.3972694600426,1.2842308240447,0.718707807331439,0.0549430209188965,0.272831984974716,0.0628965473465416,13.0386249806469,145.919634664871,6.91453336648595,19.8500429818128,0.0551279425393532,35.3543246335752,0.718707807331439,0.131906809700994,9.03568153673329,0.504102573708353,141.564411906219,1.2842308240447,10.4261610941868,2.57028024283753
67.5,mean,8.47831588337458,153.58174481285,68.770371302679,0.0799661672705431,12.8455302422277,0.299405392928505,87.8179944399744,11.933139331835,4.33294027982431,17.3820392333657,2.13378672150939,0.896970179478149,0.0345339063646335,0.336936640553519,0.0305436272933036,20.6657952615314,342.08603558751,12.4180451706394,69.2110198062301,0.0799661672705431,25.344198045718,0.896970179478149,0.299405392928505,12.272000318284,0.473888419663003,311.762305890966,2.13378672150939,17.2726647727874,4.32467666063909
67.5,sd,6.13329457824704,107.260814246079,21.7269243315983,0.0571054126407674,16.9340981138799,0.13208290832674,19.14304311975,8.88176521992582,2.60613967528867,10.5437266788538,1.26715752193204,0.704623128348887,0.0693341604773398,0.28479676825081,0.061520291005586,13.148115074984,146.077853336925,7.15227763456973,21.8439425879912,0.0571054126407674,35.2001798304082,0.704623128348887,0.13208290832674,8.89236376390729,0.536305332808319,146.088454179077,1.26715752193204,10.5406519766889,2.61306643586511
68.5,mean,8.70750363302922,158.234914272549,67.6989164946091,0.0781160210909244,13.4495765476384,0.273534676528116,86.5067748374607,12.191917273935,4.16642238988831,17.4045119211628,2.19833753223019,0.893066241766209,0.0383649405395072,0.352194322114791,0.0349571371225679,20.5124050758401,346.48842202734,12.7865686993972,68.1540356832654,0.0781160210909244,25.4717675244113,0.893066241766209,0.273534676528116,12.4846213991917,0.496691854091174,318.313555632579,2.19833753223019,17.4957997817493,4.15654131302268
68.5,sd,6.61742917955433,109.326133298293,22.6404363455946,0.0514725467301781,17.2087421139341,0.125340615720544,19.9716586348507,9.41932151974244,2.79247934851558,11.4420033160272,1.31777223510857,0.73387545114329,0.0754426958848295,0.30849624615014,0.0671015542367253,13.9697017869081,152.16027881146,7.65882579795239,22.6684686714353,0.0514725467301781,35.078517859232,0.73387545114329,0.125340615720544,9.48240956203432,0.55618900551563,146.288152588305,1.31777223510857,11.5122358935283,2.79993878466017
69.5,mean,9.26534862242082,161.492872572502,70.4722691484723,0.0791971088380994,14.8521093968158,0.275939669831091,88.2597120345357,12.5604444278158,4.14104467680076,18.0621168666391,2.20078107099391,0.94722969890959,0.0456572716249398,0.390018280788802,0.0353381504809066,21.5116855387432,354.642093873221,13.3224568688112,70.9129879972901,0.0791971088380994,26.0128922513295,0.94722969890959,0.275939669831091,12.9049321268316,0.526367835207044,323.085678321805,2.20078107099391,18.2333585140481,4.12825097640989
69.5,sd,6.93818991553683,111.729408844438,23.1420062802507,0.0532510229220585,17.9257286271901,0.125493092340307,20.3580941880277,9.96792084370058,2.86624456737594,11.9268585313079,1.34072202286044,0.785554130790986,0.0880096694430228,0.309903458794056,0.0727324612800609,14.7834707329964,160.44756054274,8.02127883596249,23.2315405477923,0.0532510229220585,35.0398663425195,0.785554130790986,0.125493092340307,10.0280962463901,0.580216339821572,146.220200428714,1.34072202286044,12.035790759137,2.87079557264329
70.5,mean,8.9155883814233,163.268357552156,68.4907826420748,0.073568069383101,15.0495664457612,0.286183494906786,86.3764465561178,12.5072952255066,4.06681288478961,17.6395291571073,2.19136923700852,0.961717915225354,0.0397541488884052,0.339914913921941,0.030142335491825,21.0703897536663,351.232611508806,12.9084273180044,68.8217180929857,0.073568069383101,26.1201273210866,0.961717915225354,0.286183494906786,12.8458085505224,0.47723285297629,323.886647773197,2.19136923700852,17.7137697107399,4.05361908079949
70.5,sd,6.76886942866402,110.027840416083,21.0626124743996,0.0574679552621787,17.4216175452793,0.131078045520496,19.4947855645105,9.85563691922887,2.90762025194202,11.6496287346574,1.37324932954802,0.7663513830082,0.0709582208134876,0.279257785355579,0.0630720859728176,14.7284762791083,158.641145350191,7.80124745674594,21.0460554759189,0.0574679552621787,34.9003045664517,0.7663513830082,0.131078045520496,9.98383412099584,0.518119750797611,145.24332452471,1.37324932954802,11.7425920667296,2.91195030978685
71.5,mean,8.52482242938518,156.643139504097,68.4624819283086,0.0759577442794795,13.9288854498896,0.274504831341774,86.8664561223261,12.1436005301964,3.93277190935344,17.2756515082852,2.154607918137,0.980234388361827,0.039367774280377,0.341803066866552,0.0286623541043256,20.4666744163192,344.320544500032,12.8091645874753,68.7541398255911,0.0759577442794795,25.4849256505994,0.980234388361827,0.274504831341774,12.5093442763625,0.480227670780891,315.789104378357,2.154607918137,17.3565301180801,3.92206634306674
71.5,sd,6.42263676022099,106.613402262493,20.0274048095978,0.0602623590802035,16.2418957954057,0.129950782651787,19.7064888375651,9.49689109660977,2.691985961491,11.4892377028911,1.33477735353811,0.789506904009959,0.0725556596044969,0.292113510950372,0.0591548150242248,14.3135320345818,153.600536703057,7.49164742187409,20.0408187855303,0.0602623590802035,34.7793290283222,0.789506904009959,0.129950782651787,9.57826339372353,0.515830260570268,144.743783496871,1.33477735353811,11.6052685619816,2.69872143590615
72.5,mean,7.73201482740126,150.745165878864,65.5613236096115,0.0774805870210399,14.3768718075746,0.259464962789281,84.3144553080201,11.0007139177413,3.91193963142095,15.8085400004864,2.12130955316126,1.01947674003241,0.0361506235914687,0.307148416270116,0.0337161466212775,18.9588380463162,337.825357147334,12.2571695765505,65.7854672223807,0.0774805870210399,25.8086953492974,1.01947674003241,0.259464962789281,11.4909419562118,0.496880258230149,308.262364038507,2.12130955316126,15.6919209925095,3.90469735562647
72.5,sd,6.15394360339065,105.637383097283,20.2730544052702,0.0609609016646448,19.4622148646889,0.123029281799006,20.9606898656216,9.01445433860559,2.62993046555835,10.7679030233407,1.30353267699016,1.01711342780995,0.0717169198323683,0.28542812855476,0.110402006568509,13.3416836041813,147.53039012643,7.79097387738943,20.280741300956,0.0609609016646448,35.684475700025,1.01711342780995,0.123029281799006,9.1268623725675,0.889877049182926,146.685378691583,1.30353267699016,10.7890035564157,2.63533641137512
73.5,mean,7.15720728452359,152.095022562719,66.2019699218222,0.0844847756769957,16.3651368309367,0.24846499615595,84.7289145754293,10.7367245829556,3.75869582562414,14.4494202796533,2.17438447022485,1.02374659971112,0.0387260693194732,0.298442113207253,0.0362193002976846,17.4586572054794,341.035720841051,11.8215957091739,66.4477372138781,0.0844847756769957,26.9406931320469,1.02374659971112,0.24846499615595,11.32540836276,0.484583289490745,311.791222460347,2.17438447022485,14.3928725369883,3.7486639399961
73.5,sd,5.87161614160794,105.478916498326,20.7510095199847,0.0642380470137389,18.1118280124029,0.119229578070093,21.003668920485,9.07182417700986,2.57208402314995,10.3022121768373,1.36533995370881,0.834748619355561,0.0634599574054807,0.285291988645631,0.0711589370288399,12.9679234109558,146.206239948721,7.28867928318849,20.8290950272094,0.0642380470137389,34.9092500959318,0.834748619355561,0.119229578070093,9.21629865410987,0.619580125119557,145.617038187973,1.36533995370881,10.3786265990094,2.57461854216789
74.5,mean,6.89501506887806,153.125601127045,67.4976290654747,0.0876531941943745,16.5632684745381,0.258515369275642,84.5729488367445,10.6778714702409,3.84891273055477,14.1018471731314,2.19528537550175,0.974697102835278,0.0412456705320275,0.322086040029096,0.035022882076407,17.4616544666774,343.874078565098,11.5070152751455,67.726156001792,0.0876531941943745,26.9499217307683,0.974697102835278,0.258515369275642,11.2378543614592,0.475572294250609,315.47585972746,2.19528537550175,13.9750130043627,3.83736595678718
74.5,sd,5.62531439575024,105.24930831576,20.2606489245101,0.0619681603755925,18.1011939361887,0.123644911156597,20.4073800991588,8.84973873776679,2.54505234294612,9.71788551869644,1.36575471829421,0.762099059287182,0.0659485377703709,0.282276799593254,0.0572526076342902,12.5975943879593,144.124524058058,7.07569393467171,20.3271877834736,0.0619681603755925,34.9571420501208,0.762099059287182,0.123644911156597,8.96080633350769,0.521173128962491,143.223765650629,1.36575471829421,9.73418520353334,2.5454060558037
75.5,mean,6.29661804828694,152.130518739828,66.2385469028161,0.0861712896647713,14.9720364671822,0.264452426691285,81.3305974403899,10.0324856916194,3.77409146217049,13.3292078094264,2.1140446531824,0.792276145312855,0.0430591048600624,0.330102989618251,0.0364199228873569,16.5576575916776,333.982396368209,10.6065225638218,66.391077853511,0.0861712896647713,25.9135622260022,0.792276145312855,0.264452426691285,10.5463130154945,0.450704975998214,315.638448045074,2.1140446531824,13.0441635025686,3.76064204940156
75.5,sd,5.4554264786855,104.395504313619,20.0415812313755,0.0601772729186542,16.8090015648711,0.126450630259315,18.5239978856792,8.63796882039071,2.57772504487315,9.51683739541147,1.33993946489735,0.680862686183789,0.0672786481614948,0.278240970184074,0.0580332293668243,12.3124962901785,140.294014258088,6.88135377229643,20.0867217123958,0.0601772729186542,34.9019007505064,0.680862686183789,0.126450630259315,8.78273179217249,0.491806366275373,141.306626110964,1.33993946489735,9.51517654393649,2.57835795842062
76.5,mean,5.97970061279774,151.645219331416,65.457007489402,0.07589389887983,18.6539824125564,0.234499282134693,79.8331680331865,9.55350094451574,3.32868467743203,12.2785586896245,2.10525881643947,0.759668646255001,0.0444267582776635,0.327540746286694,0.0384772267995787,14.8061925052165,331.494251352079,10.1250481912931,65.5892571690317,0.07589389887983,28.2515597921672,0.759668646255001,0.234499282134693,10.0431458833673,0.449209633311335,315.054481574185,2.10525881643947,12.0402950241321,3.31518329670489
76.5,sd,5.39750956692453,104.031286092275,18.6421547203608,0.053143283887423,19.976665077452,0.116377761871013,17.1476398624266,8.27619940973915,2.52700005085719,9.14104269200109,1.28807865097345,0.662281347482839,0.0829460920876238,0.283050594329914,0.0638747863362566,11.8480018017819,137.271746401864,6.76404276191963,18.7145528623663,0.053143283887423,35.0245822914491,0.662281347482839,0.116377761871013,8.52811753515653,0.506214312323429,140.681537087035,1.28807865097345,9.1911637553186,2.52679590338394
77.5,mean,5.17490818513458,147.625938922281,64.8752346441569,0.0703193674877171,20.4116421352611,0.213432169562072,77.5539276034744,8.30019016669034,2.87829459137542,10.37090698259,2.02225098549078,0.633401172429377,0.0434889043214792,0.30991505874088,0.0442841073775612,12.4607145951596,321.887036090884,9.03921937052356,65.0390521151835,0.0703193674877171,29.2772491994191,0.633401172429378,0.213432169562072,8.85429600369278,0.429681427487472,310.038582564881,2.02225098549078,10.1050371339272,2.86514518600233
77.5,sd,5.13868500575448,100.115923476692,17.5447761667674,0.0473676336363097,20.1972314675563,0.108102357849959,15.8050928467871,7.61742540638704,2.38015211137359,8.78976902177952,1.22853037548342,0.574021375579241,0.0629506323154003,0.270944674269743,0.0626697180314604,11.4311355768209,126.497933559727,6.45637832477882,17.6654881876582,0.0473676336363097,34.7319650587687,0.574021375579241,0.108102357849959,7.9691758580078,0.471684036961895,138.681566605565,1.22853037548342,8.73834523333445,2.37700265394748
78.5,mean,5.10455509306684,145.326878407833,64.6174762290837,0.0637058717156668,21.5635994330809,0.210626969542684,76.8072024306866,8.12913009034666,2.75503675198435,10.1751845633801,2.03054297303595,0.622927433695551,0.0407371146212902,0.321201909020941,0.0448650419624028,12.0512345276654,319.196382605329,8.87052564115666,64.7512928983291,0.0637058717156668,30.1348808963595,0.622927433695551,0.210626969542684,8.67126383911979,0.432263441061598,307.010274379047,2.03054297303595,9.90353387813705,2.74033911954628
78.5,sd,5.23629449175794,96.7047794163476,14.7822144473701,0.0493930057326061,20.4409270144897,0.107756880356941,15.0545701459387,7.44294440244879,2.25595504138632,8.91987948498675,1.20411405915968,0.592127632776225,0.0573635133117617,0.270095187386301,0.0630013068457628,11.514001010061,118.192917934441,6.46946895455299,14.9075525772705,0.0493930057326061,34.5510141686239,0.592127632776225,0.107756880356941,7.73278454179827,0.484775611621893,137.178669062074,1.20411405915968,8.81813534351384,2.25239612108656
79.5,mean,4.99339944123435,137.542162926814,61.9190976323673,0.0747169737838329,20.9799724059625,0.219762139127336,74.3371062168931,8.05033920510482,2.76371993485637,10.9028776228415,2.03437105422049,0.557146408068266,0.0404180889559401,0.372657886232167,0.0510158372437312,12.3929952872584,308.139911335429,8.49872565753841,61.9790066636692,0.0747169737838329,30.0338425404439,0.557146408068266,0.219762139127336,8.54718952206989,0.457889149773631,299.418300489596,2.03437105422049,10.5861569595329,2.74544339437821
79.5,sd,5.2901640994097,96.8650948038745,12.0541986173455,0.0613497941748702,20.3874195186184,0.112969889900186,14.9133471017452,7.26894389257415,2.02394458508269,9.41835372906289,1.16927961849374,0.589636381201091,0.0552850349172638,0.284718796174427,0.06944249882338,11.7051866516346,112.897056978679,6.49703486406152,12.1176964902922,0.0613497941748702,34.5950840147127,0.589636381201091,0.112969889900186,7.72518002171722,0.514509737285317,139.385121387752,1.16927961849374,9.24158354987631,2.01948084291359
80.5,mean,5.20915403875689,146.991761732774,63.2677626972247,0.0738245433339299,19.5838389134075,0.230358465027177,77.663489495865,8.42743943180633,3.06408268503639,10.5750271496246,2.02076413264366,0.647699083140322,0.0367186827996014,0.346480322983156,0.0469177087112184,12.3208526706347,317.604697512224,8.43380557175657,63.4343846021277,0.0738245433339299,29.3304300429444,0.647699083140322,0.230358465027177,8.9688815218594,0.410122107555178,306.518603068361,2.02076413264366,10.220420117832,3.04435862241224
80.5,sd,5.19713064907693,97.0782618609476,12.3149128721909,0.0571742138894293,19.125997031994,0.102751349804676,16.0764883670152,7.08908471034614,1.96104123974461,8.77840040071527,1.13929422769243,0.634966384164299,0.0511499529777449,0.281072783431776,0.0704122762713928,10.9863070713916,111.366926409062,6.27258658801202,12.4210990504659,0.0571742138894293,34.4267882669158,0.634966384164299,0.102751349804676,7.40956208898207,0.473277774430586,136.864016739995,1.13929422769243,8.52306789076709,1.95308246404765
81.5,mean,3.89396373847287,133.288987598939,59.820274831454,0.0774664037619562,24.3445046298477,0.195361651463434,71.5587523384094,7.2238515855325,2.19999810306566,8.72758339335147,1.92497005401334,0.456745146669439,0.0305184091393756,0.343532373732031,0.0657202346346563,9.22133661888102,294.273979138946,6.64432264817821,60.0829428564708,0.0774664037619562,32.4754710748291,0.456745146669439,0.195361651463434,7.83740833169916,0.40100855575668,291.438594063688,1.92497005401334,8.10769263847668,2.17973947161036
81.5,sd,4.70429044626183,96.4616467403299,10.6077875009962,0.0590523980814737,18.5163637390935,0.0838493168326248,13.933813634856,6.25032618640229,1.43456750231425,8.30117614281581,1.08787357986727,0.520087822049574,0.0446796032154864,0.291975074788746,0.0840072417696369,9.88449917158798,101.608919605805,5.77626466828905,10.7502191976544,0.0590523980814737,33.3108800583222,0.520087822049574,0.0838493168326248,6.90053467220344,0.479232601943488,141.64899093123,1.08787357986727,7.64901242461212,1.42368778715691
82.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.5,mean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89.5,sd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
