y,stat_type,class_Acidimicrobiia,class_Alphaproteobacteria,class_Bacteroidia,class_Chlamydiia,class_Cyanobacteriia,class_Fibrobacteria,class_Gammaproteobacteria,class_Marinisomatia,class_Nitrososphaeria,class_Poseidoniia,class_SAR324,class_UBA1144,class_UBA4151,class_UBA796,class_XYA12-FULL-58-9,domain_Archaea,domain_Bacteria,phylum_Actinomycetota,phylum_Bacteroidota,phylum_Chlamydiota,phylum_Cyanobacteriota,phylum_Desulfobacterota_D,phylum_Fibrobacterota,phylum_Marinisomatota,phylum_Myxococcota,phylum_Pseudomonadota,phylum_SAR324,phylum_Thermoplasmatota,phylum_Thermoproteota
-24.5,sd,5.50200432300645,69.8017866261042,10.5051855455363,0.211476870693706,31.9844916571553,0.0255058014256102,9.97415972425021,7.74253750721639,1.03105952294191,10.1545959246129,0.794643480976644,0.676504500169937,0.156037531821348,0.304243344936192,0.134050242524339,11.9501673290027,120.24716145922,6.71638321342351,10.2861748548007,0.211476870693706,36.781534691762,0.676504500169937,0.0255058014256102,7.60574525255746,0.750718215862467,61.613028124165,0.794643480976644,10.1543449595147,1.03319827635186
-23.5,mean,19.2557580927678,483.403774670331,71.0825586821215,0.26440895904185,126.292608123148,0.00554482071670187,103.029624768556,16.9975062139439,0.810840991208295,21.6242554803568,2.40377581982166,1.49743447991679,0.20945877446744,0.704904334813894,0.181968340248228,22.2045921472679,864.606751900033,21.5026332598473,72.1536205903896,0.26440895904185,125.636243520603,1.49743447991679,0.00554482071670187,16.9998808199237,1.7350384015911,571.82442248423,2.40377581982166,21.3862768546763,0.811268035658587
-23.5,sd,5.36104753466846,70.9340642907939,10.9077078541538,0.215538686783247,32.6903071077104,0.0248578313537599,9.8386230965926,7.39301889418539,1.00484897596364,9.91811462248461,0.768486109650747,0.642738586632559,0.168050807545019,0.32083747685395,0.140891978947778,11.7001804979699,119.085440798837,6.50556498115623,10.7086132921874,0.215538686783247,37.3552682527196,0.642738586632559,0.0248578313537599,7.25811576658436,0.79072021008685,62.0662883262476,0.768486109650747,9.85762412988296,1.00685534280877
-22.5,mean,19.1732173029841,481.458383949352,70.5294560470821,0.272389819671809,126.701119760434,0.00652247824400679,102.196893014488,16.7740876652424,0.782336149268189,21.5838113765423,2.3586790910094,1.48012881527208,0.224552816939863,0.752912624436343,0.196470304404217,22.1279121210105,861.449477802253,21.4480849107435,71.6298866877766,0.272389819671809,126.487786680471,1.48012881527208,0.00652247824400679,16.7872302290469,1.86309099567567,569.71343785064,2.3586790910094,21.3738472897151,0.78302473466395
-22.5,sd,5.20384095615851,74.614635279667,11.698190824667,0.219777248753596,34.0293530802507,0.0293427490085178,10.0205621432714,7.13079252808298,0.994145611919602,9.67769547251506,0.753550489892111,0.613617461712382,0.178284587648845,0.342531147215411,0.145836008610819,11.4200652330267,121.33932399782,6.31585525015172,11.5392442783342,0.219777248753596,38.4454784455692,0.613617461712382,0.0293427490085178,6.98325476272692,0.824900539568261,63.9998276960123,0.753550489892111,9.56262555720233,0.996940813622593
-21.5,mean,19.1876572267641,479.834902400429,69.9385417760784,0.276312589872692,127.273613038831,0.00661293264767575,101.11783903998,16.6151193571235,0.762299543901777,21.6820146950552,2.32609689443121,1.48426216764713,0.240805481695352,0.803472024226822,0.212167603326887,22.2100554148116,859.149862177317,21.5529807617871,71.0617803013052,0.276312589872692,127.348321906794,1.48426216764713,0.00661293264767575,16.6403538098101,1.99662056814477,567.349470566566,2.32609689443121,21.467944315683,0.762654349934045
-21.5,sd,5.08243666479733,76.3202630301552,11.8139981993085,0.225908778086821,34.7902694577543,0.0300975938688884,10.304138874292,6.89676595859051,0.992263804487146,9.40497007549992,0.730194488528048,0.59696505992972,0.191017228861529,0.358813909474648,0.152026527809493,11.0880022629998,121.164840633412,6.22564781401899,11.6609887740406,0.225908778086821,39.0576043044494,0.59696505992972,0.0300975938688884,6.76593627365991,0.86142509786035,65.0497351480795,0.730194488528048,9.23454816146303,0.994528048191925
-20.5,mean,19.3253378644974,477.542680981545,69.6238910965245,0.277434987130879,127.523363597827,0.00609363016375956,100.246011758332,16.5223610744917,0.771485638240804,22.0186837005432,2.30584877698512,1.49012254942005,0.257310541113239,0.869385323036912,0.231951827036984,22.6093181194179,856.167718088206,21.779570796765,70.7721444374383,0.277434987130879,127.79703321808,1.49012254942005,0.00609363016375956,16.5418203437385,2.15333680198001,564.684825101435,2.30584877698512,21.8160597885617,0.772371238769568
-20.5,sd,4.8648684286366,75.3011572203379,11.950147670555,0.231164421765199,35.3441052128068,0.0279044752427562,10.3165784735236,6.61122523412685,1.00566202092013,9.02301797207873,0.705304110220949,0.561267410945449,0.197760751080088,0.378947581018615,0.157970879614162,10.8182141074992,120.001213895972,5.94526064925877,11.8199977528629,0.231164421765199,39.3143517803348,0.561267410945449,0.0279044752427562,6.49842384965524,0.898218560953723,63.4670495496848,0.705304110220949,8.85819635221804,1.00838626355252
-19.5,mean,19.5495919877911,470.845994618982,69.9323117389399,0.273485929835556,126.569990501935,0.0067634672359759,98.9129331504598,16.4107389512797,0.785961558608907,22.7186764793546,2.26151468011979,1.50292254552726,0.280669122553877,0.971129526182442,0.258078139580758,23.3796558614946,847.750071892844,22.1348886900522,71.1072392472157,0.273485929835556,127.071181490484,1.50292254552726,0.0067634672359759,16.4137861352078,2.36672066502852,558.806257128807,2.26151468011979,22.5116042718904,0.787695656962831
-19.5,sd,4.80963115555956,75.1648837952471,12.7190612178827,0.227588562997891,35.956641733797,0.029814231093945,10.8784400161211,6.36716395419046,1.01121077368795,9.1413189849452,0.694002766368169,0.547220578864309,0.205484086578942,0.434394139713653,0.163278524634133,10.9720685850991,117.553894804788,5.91297046902428,12.615379780854,0.227588562997891,39.5245871586261,0.547220578864309,0.029814231093945,6.24895532540482,0.973492646585328,62.8943785667678,0.694002766368169,9.02356332531484,1.01450040906941
-18.5,mean,19.6598399544099,469.83124891069,69.6847769311433,0.27249624058214,126.897210525338,0.00630889288084476,97.7813453961709,16.3526326211042,0.738592654344334,23.0273572142674,2.2212121267056,1.50054477266503,0.302444449694665,1.04100664125811,0.285032967867315,23.6662744930664,845.254293108163,22.3326146983192,70.8867535166488,0.27249624058214,127.411256573087,1.50054477266503,0.00630889288084476,16.3398829182675,2.52628773286277,557.084705488444,2.2212121267056,22.809220639185,0.740151468719648
-18.5,sd,4.49145798789908,71.4860570960606,12.4103991538488,0.219097565910088,36.097243703411,0.0254928156358461,10.3750170878045,6.0906402986277,0.957120570361188,8.55774859533457,0.673716032594356,0.509389431293418,0.211625695746316,0.428816660483325,0.165684157145957,10.5338880710978,113.253881946112,5.61021345218574,12.303575033608,0.219097565910088,39.5001709877014,0.509389431293418,0.0254928156358461,5.95080248970368,0.983318857650197,59.4676429417424,0.673716032594356,8.45258244295038,0.959219149485236
-17.5,mean,19.7817820994403,466.804589127058,69.6639392640656,0.268054962711789,126.229574869943,0.0069370752652159,96.9580869598198,16.3210174154566,0.726598139808365,23.4464022516219,2.18058712539777,1.50700063049711,0.31884421214557,1.1019938984521,0.30737369873773,24.0621663615396,840.380530255839,22.5296630556032,70.8913798637558,0.268054962711789,126.776788919487,1.50700063049711,0.0069370752652159,16.3056050353094,2.65627264776604,554.175190930711,2.18058712539777,23.2371342283395,0.727774588279858
-17.5,sd,4.27931995878283,71.6312829069136,12.7045904674699,0.208412243399733,37.0028542740937,0.026785351814856,10.7405122404613,5.86508718968443,0.935281598451312,8.27933446920225,0.659915245988761,0.495035726251582,0.21715872317456,0.441722841507356,0.168232767494973,10.3318369455422,112.262621769536,5.47715546226084,12.6025642288056,0.208412243399733,40.158042626469,0.495035726251582,0.026785351814856,5.73143006938712,1.00656126613291,59.107797801012,0.659915245988761,8.21327065213494,0.937521091420806
-16.5,mean,19.9889549186199,463.700559823046,69.5955678302983,0.264099172853803,125.756321099115,0.00778611469330852,95.8363212555948,16.3142054330156,0.744741747916537,23.9987847973005,2.14837983122479,1.51084277812957,0.336610813006963,1.18200193984776,0.337447900615273,24.542227018665,835.303537764874,22.7718290060331,70.8476999659731,0.264099172853803,126.169782607532,1.51084277812957,0.00778611469330852,16.3105013020258,2.81362386948564,551.408058454736,2.14837983122479,23.8091068173167,0.744841520196272
-16.5,sd,4.35114616380887,71.0416615802762,13.0290661323066,0.195881593097365,37.1617811666252,0.0264514522688809,11.1381387881228,5.77052905049901,0.974498413977005,8.4856782420524,0.64834696797213,0.497718461839569,0.21959392105102,0.475274790846867,0.176172957779726,10.5187854307267,110.954860978628,5.50885147291726,12.9318287590695,0.195881593097365,40.2647862618763,0.497718461839569,0.0264514522688809,5.63512694488869,1.06811585289479,58.6178579307801,0.64834696797213,8.4503252363452,0.975689407972565
-15.5,mean,20.1820912706856,462.658951886089,69.4918005432529,0.259537184117382,126.12625625336,0.0070363680375843,94.6958671343014,16.3203479429043,0.722710200471077,24.3913251335988,2.1116796123533,1.50685125870142,0.355861848059756,1.25509050962004,0.369795863516268,24.8928240683093,832.790439688371,22.9912897973896,70.7757290973497,0.259537184117382,126.127020895756,1.50685125870142,0.0070363680375843,16.3148379091397,2.9586167237371,550.434217823489,2.1116796123533,24.2339558244786,0.721851970630686
-15.5,sd,4.33662931880052,70.0992472820568,13.3709860297371,0.183237718071563,36.8583927203793,0.0252003748593458,11.5881963000708,5.63812847906626,0.915218883076812,8.29353313111636,0.62641893293142,0.477347253844027,0.221720826588468,0.494122790791024,0.182671184865094,10.3319105540581,110.853608594887,5.48372619473202,13.299156505942,0.183237718071563,40.0010849823724,0.477347253844027,0.0252003748593458,5.504613162462,1.107274257739,58.2919357872364,0.62641893293142,8.29338711089838,0.915283430356769
-14.5,mean,20.4512844635696,461.440123501137,69.4936103205396,0.251822604478314,126.510822327756,0.00613319991132355,93.4122627827383,16.4102511437493,0.70741047902984,24.8916470961493,2.081662264837,1.50718885923664,0.379008224263515,1.33030309139847,0.404920547159182,25.2916771598523,830.166576254674,23.249159891852,70.8017097648392,0.251822604478314,125.865294216978,1.50718885923664,0.00613319991132355,16.3927762910838,3.11671106199544,549.66916020704,2.081662264837,24.7622664465105,0.706255058805535
-14.5,sd,4.55214229058102,69.1107166877842,13.0901315381613,0.171815623404883,36.1293109071978,0.0225123372752228,11.3409521265109,5.63622354575529,0.879201214027708,8.37248872135867,0.609154113807782,0.476178357226663,0.225229692710407,0.514041664232697,0.189465781495697,10.3949100731364,111.955892512534,5.69872579040046,13.0237655757313,0.171815623404883,39.4082105375224,0.476178357226663,0.0225123372752228,5.51321014937321,1.15283454653452,58.6356296888413,0.609154113807782,8.40596465734329,0.880072168951034
-13.5,mean,20.7201333204414,458.777793636449,69.7633820089505,0.24640590562072,125.986843501677,0.00674920384929408,92.3217849700714,16.4589821304165,0.70400154438982,25.4341481089315,2.04528387677977,1.50650128647545,0.3988303382643,1.39760144580331,0.43422192054315,25.7746294770134,825.264489349987,23.5454426471858,71.0937051614697,0.24640590562072,124.888961224953,1.50650128647545,0.00674920384929408,16.4361382141605,3.25366736075485,547.985346749811,2.04528387677977,25.353853723838,0.702869738434181
-13.5,sd,4.96611196367804,72.4723751010398,13.1008786486503,0.165291184378879,35.9719619960022,0.0249795366377374,11.2960831643999,5.69461540380958,0.880058027979435,8.78593076821756,0.605255746747575,0.51875366753533,0.22950295825162,0.53544772384121,0.192008831396378,10.6684968675156,116.987945294686,6.14649292380045,13.0214247844169,0.165291184378879,39.23377395668,0.51875366753533,0.0249795366377374,5.55936315452604,1.19368788086321,63.215516725224,0.605255746747575,8.83095693799075,0.880847580962901
-12.5,mean,20.8997564723641,455.888793188775,70.1007986640308,0.24318661434324,125.149896593164,0.00614716176851623,91.3566681326779,16.4366593907659,0.690781668961338,25.8518847907373,2.0112367525921,1.49207484531515,0.415712207065144,1.45753139323086,0.461064053698028,26.2100006484297,818.97567381033,23.6985845810534,71.4532393963029,0.24318661434324,123.75509092635,1.49207484531515,0.00614716176851623,16.4206004296464,3.37666826808708,545.466362477323,2.0112367525921,25.7955081333323,0.689862593819748
-12.5,sd,4.82996430964943,69.8403419949021,12.6644424845861,0.161374803316533,35.5195322321993,0.0204710889679788,10.8504105696257,5.45457323400134,0.878392266110491,8.37116128226377,0.60180450627964,0.461281774767003,0.224426461429403,0.534947516262282,0.19115014079615,10.3247601156049,116.136544061621,5.9192641475106,12.6142109191313,0.161374803316533,38.6138133481408,0.461281774767003,0.0204710889679788,5.3480011430984,1.18672744237176,60.9691418198673,0.60180450627964,8.41248456717521,0.878321909536492
-11.5,mean,21.3053348471692,451.958260954163,70.731394273485,0.245981462241846,123.081325763057,0.00685192930607298,90.349309386564,16.6378782442507,0.723383785637057,26.7897354315433,1.98596632167925,1.49713530620638,0.432744525986899,1.52048820673046,0.491828431059524,27.2092902871615,812.136391840385,24.020556109548,72.0936306051989,0.245981462241846,121.66946589082,1.49713530620638,0.00685192930607298,16.6062920054561,3.50180924912177,542.485175871646,1.98596632167925,26.756188564271,0.72299439626125
-11.5,sd,4.93331073249067,70.4820615816603,11.6192377239794,0.164783416714142,35.3615342334181,0.0193099283410954,9.88172794941835,5.33334263949254,0.912099040518984,8.45788143028498,0.587216606981747,0.449255246803808,0.216975811644676,0.535004955198536,0.194882523591851,10.3491938100101,117.483170319567,5.94358078440747,11.5479784349744,0.164783416714142,38.3313868360604,0.449255246803808,0.0193099283410954,5.24826276779924,1.17346576318913,61.4509807097973,0.587216606981747,8.48313806888819,0.913002536922094
-10.5,mean,21.7250814844757,446.107785935944,71.9604889995744,0.252683087708859,120.397747926571,0.00835285154369068,89.7104667541978,16.7904520392526,0.768485833637342,27.8521879393989,1.96563350622414,1.50751417458985,0.45046516662521,1.59055465246744,0.513262079909614,28.3497585568369,804.482487917227,24.4633331380568,73.3346422129722,0.252683087708859,119.179751149179,1.50751417458985,0.00835285154369068,16.7575296830535,3.64337220358554,538.029499047387,1.96563350622414,27.8669699206199,0.767120464725845
-10.5,sd,5.23986381274523,73.2000254276147,11.843868603427,0.176752280528152,35.6062919695494,0.0212105378096735,10.0894347394389,5.31492407176826,0.92576064150258,8.9318760009704,0.589399577895477,0.514910911674209,0.219327046069602,0.543736764988556,0.1957316106551,10.5989296585109,120.115211517729,6.22908195241488,11.7697070789585,0.176752280528152,38.4594497837789,0.514910911674209,0.0212105378096735,5.23462969209655,1.18266822856267,63.9162798782108,0.589399577895477,8.93822711225108,0.926082866343764
-9.5,mean,21.8444535564823,441.950647182766,72.5946337138397,0.271834706039766,118.411651990408,0.00904317685096039,89.0449318953326,16.8315692332967,0.760262446409618,28.3321348718581,1.95059604884618,1.48951296582329,0.469740913746245,1.64295821552899,0.535304813600137,28.9861425234379,798.440683770295,24.6471245146937,73.9902565806384,0.271834706039766,117.424029825167,1.48951296582329,0.00904317685096039,16.8117846854153,3.75852022472917,534.280860587652,1.95059604884618,28.4097926737979,0.75882469593738
-9.5,sd,4.94367787347169,71.1845108418704,11.3050767901078,0.205326776684104,35.7002021763052,0.0219055368046596,9.27248544150211,5.01870122822377,0.889434813188281,8.27039554105806,0.577935548870363,0.412946282023153,0.202851359190384,0.517243631142491,0.190839987558237,10.1199949524222,118.878938561524,5.80320350108124,11.2409811099424,0.205326776684104,38.8756560976643,0.412946282023153,0.0219055368046596,4.94023865304427,1.12702871889376,61.3942648272699,0.577935548870363,8.2434932078098,0.891335442487144
-8.5,mean,21.9235273797778,438.615783579686,73.4058702453108,0.292614195804519,115.563818564653,0.0108891208837134,88.9991451666009,17.0668976684233,0.75791580034726,28.9638728625826,1.94240240083869,1.49946360440178,0.486225320617776,1.66419754687555,0.550506694192286,30.0321114124781,794.18826396898,24.9250058968895,74.8222052515857,0.292614195804519,114.902351788153,1.49946360440178,0.0108891208837134,17.0544019113255,3.82790815303802,531.019380179596,1.94240240083869,29.1329732523689,0.757467854238278
-8.5,sd,4.7430635151701,72.5461906816264,12.5817716723434,0.235871960896073,36.6446180288042,0.0254201009272699,10.3104627895326,4.88185539554634,0.895187385542946,7.88585656738133,0.585194579702923,0.42289710917284,0.201875285030783,0.507852284471719,0.190894994592713,9.6963910966059,120.158953617642,5.65065562282386,12.5662971820628,0.235871960896073,39.9204634935776,0.42289710917284,0.0254201009272699,4.83125252809299,1.11579826869817,63.5825125567892,0.585194579702923,7.81616138657227,0.896986020463765
-7.5,mean,22.4572007943327,438.416189670841,74.2116826075534,0.306439516304457,113.9809075476,0.0121122083680746,88.7446610858946,17.4111666429634,0.791134123701325,29.9633608429124,1.92906513864284,1.51699225454,0.507436134531946,1.70572627923253,0.575396701428256,31.3737577451792,795.264287771721,25.5262877544104,75.6290525872543,0.306439516304457,113.174149577435,1.51699225454,0.0121122083680746,17.3825832022288,3.95896711710538,531.048107173646,1.92906513864284,30.2986170399921,0.791602083766204
-7.5,sd,4.75316805943754,73.0517304909432,12.643366110149,0.24980797411006,36.8948259565417,0.0264986316807538,10.5561891181604,4.8152195061425,0.946997040646818,7.8932538348955,0.577661363507266,0.445658666726685,0.203965959891106,0.493506690801429,0.195523147618008,9.65627365723176,119.259217614332,5.66854279617238,12.6476274441011,0.24980797411006,40.3406881552524,0.445658666726685,0.0264986316807538,4.78204515025414,1.10705537562727,64.0412145269527,0.577661363507266,7.83724304605873,0.948843566830393
-6.5,mean,22.8789942853585,438.225764878032,74.7922944543933,0.310801861675484,112.818111277565,0.0121801665934093,88.5173916500255,17.8250749711986,0.818651834220308,30.8260692180247,1.92434257994167,1.54221669597721,0.521547721691404,1.72534572834441,0.589494459470957,32.3512483825103,795.778690226873,25.8878336908598,76.1976201708628,0.310801861675484,111.925140481448,1.54221669597721,0.0121801665934093,17.7981533191816,4.03719916570864,531.36759293448,1.92434257994167,31.2596448433576,0.818736882221067
-6.5,sd,5.58150807112991,81.6006296847954,12.5026915975121,0.261343239123298,38.7140033412475,0.025378175250369,10.2213095636955,5.52724970321952,0.990998973276692,9.25329248645257,0.566377633066371,0.774266797976174,0.265929838449834,0.506632173295532,0.21026434029782,10.3026789821234,127.651166573931,6.76247855194698,12.5212480662131,0.261343239123298,41.3590085263231,0.774266797976174,0.025378175250369,5.49093925523144,1.18066746835575,71.9155567734788,0.566377633066371,9.20566711880805,0.994093183149596
-5.5,mean,23.1369220254031,436.993273035609,75.4504059675599,0.306743351418088,111.516749230104,0.013447836203372,88.4341617090599,18.1053854407221,0.828878786791374,31.4106577345333,1.90498463439267,1.57102880250845,0.523723155323855,1.71231210648105,0.596038582603416,32.9786363094384,794.484128162555,26.1379080884114,76.853760356904,0.306743351418088,110.504164799032,1.57102880250845,0.013447836203372,18.096989057628,4.02044650297349,530.88369119917,1.90498463439267,31.9204567958423,0.827820770855618
-5.5,sd,5.46530843887658,80.9717804215422,12.8193811155994,0.258689419806238,38.3577415567821,0.0270981598557548,11.168440961221,5.3981046473079,1.00909987855713,9.23045480050914,0.579221630595372,0.747421211041692,0.256031444034419,0.538407856264806,0.211571525270709,10.3224153655039,124.691499466419,6.63659749789916,12.8296299369213,0.258689419806238,41.5006204067257,0.747421211041692,0.0270981598557548,5.34440561472278,1.2036485729397,71.7826324757485,0.579221630595372,9.24480506491669,1.01194146198539
-4.5,mean,23.4526689298394,435.084731481803,76.4644969228115,0.301380963275775,109.99160545665,0.0138518254100495,88.6054138543421,18.2670470340965,0.851011995341985,31.9800422962883,1.88936648607653,1.58608992110488,0.51565429745994,1.69445119648013,0.608004155570772,33.6524294360936,791.394273665237,26.2977847438071,77.8624635974642,0.301380963275775,109.078076688321,1.58608992110488,0.0138518254100495,18.2755357297395,3.97728920850052,530.587390741465,1.88936648607653,32.605578296781,0.849654545524941
-4.5,sd,5.48517153164842,82.0192899213609,13.1522574216073,0.256259663266821,38.4623435605566,0.0286311816630988,11.2327722937666,5.47659047218971,1.00642816823172,9.54044743309245,0.580639086061936,0.789139746158733,0.264546142321641,0.580622587621907,0.220441652855054,10.4430519869407,124.576834857449,6.7943539753869,13.1619122542453,0.256259663266821,41.5706213913275,0.789139746158733,0.0286311816630988,5.39676059584502,1.25842220555178,71.8531422092261,0.580639086061936,9.52035796049251,1.0101975536008
-3.5,mean,23.7288448471926,435.10951343947,77.3770405843679,0.298113168350977,108.135667029222,0.0131248708074432,89.2868755990384,18.4928986400224,0.874369083628958,32.4980096740214,1.89402380239177,1.57869464381966,0.498486913332658,1.63612455428543,0.620013555932704,34.292266816741,788.80102380095,26.2448269248563,78.7579888461618,0.298113168350977,107.52458178876,1.57869464381966,0.0131248708074432,18.442168520272,3.87520517183741,532.130406730658,1.89402380239177,33.1978659676556,0.872441138330311
-3.5,sd,4.1947703958067,74.2445196284791,12.5495031531673,0.250205233266943,37.5020520987869,0.0276482888203958,9.80073439854663,4.47571497494215,1.02123037817732,7.56516082212412,0.579855123810499,0.441166431487682,0.214232549796722,0.603641508608003,0.220043563284575,9.11361975288091,116.238102399024,5.21539824407001,12.5495461641482,0.250205233266943,41.3223311755902,0.441166431487682,0.0276482888203958,4.42352613033315,1.24919538484846,62.1792969031488,0.579855123810499,7.46250228674959,1.02577760384249
-2.5,mean,24.1537324946898,436.284511503736,78.0641127069947,0.273939751374718,106.655698874005,0.0124221653659988,89.4013674626319,18.755111260611,0.935963637013233,33.20090779271,1.87319097479044,1.60838602195198,0.488109226183769,1.61117327366602,0.618644019121338,35.0039672883536,788.911494593558,26.5070337984219,79.4174947591467,0.273939751374718,105.682533269941,1.60838602195198,0.0124221653659988,18.6533999575276,3.81936646239132,533.521002032776,1.87319097479044,33.9420722030973,0.933602436518357
-2.5,sd,3.89387686583181,71.6093913783431,12.0288568433548,0.21950182873822,37.5256857264395,0.0266341393728122,9.33864009159125,4.42867183775845,0.986040398884342,7.40594247392166,0.579590311598233,0.42526779738884,0.216925295677631,0.633315135705738,0.224285877649297,8.82016193989965,115.17568761741,4.93815559640085,12.0090728409119,0.21950182873822,41.7268520531577,0.42526779738884,0.0266341393728122,4.3830228546851,1.27768942565838,59.1931082933171,0.579590311598233,7.24320695940709,0.989199986109835
-1.5,mean,24.3268519813289,432.352838744743,78.6511792208851,0.240944172095798,105.409827605002,0.0125633891078799,89.6437820155955,18.6256801636066,1.0545409916824,33.4382606106725,1.8515806161985,1.61688749289131,0.473692871597848,1.64726557455643,0.598204201813025,35.3595893590928,785.000737006876,26.8154514263306,80.0031386394452,0.240944172095798,104.111520895506,1.61688749289131,0.0125633891078799,18.5118566589129,3.83905010037054,529.750892087023,1.8515806161985,34.217573946954,1.04799925670561
-1.5,sd,3.61276013065869,70.0350106752805,12.2166962235415,0.189270393362878,38.2011021220966,0.0261181958187341,9.32522613060095,4.37139273299937,1.00464939276488,7.29843417857496,0.583525747167662,0.382980237453331,0.215051340998159,0.657401870090016,0.223823367932161,8.67774941445895,114.350380084423,4.66235580044188,12.1961089978288,0.189270393362878,42.4860195960323,0.382980237453331,0.0261181958187341,4.30699163956796,1.31096793346006,57.680548507722,0.583525747167662,7.08523505137737,1.00613034373717
-0.5,mean,24.355662928437,428.692686539223,78.0882241282499,0.207956157498994,105.616329144332,0.0117091891993383,89.1585453582232,18.2139115047672,1.2077769871399,33.1410939667838,1.83278721497063,1.61785554972644,0.468703034671613,1.70140667004518,0.568298512469593,35.1129787672174,781.197991050976,27.0540118502171,79.4446564763785,0.207956157498994,104.168354594985,1.61785554972644,0.0117091891993383,18.1307729975638,3.92314547328247,525.066480434242,1.83278721497063,33.8606769401815,1.19824160296246
-0.5,sd,3.4607542280682,67.6676979049218,11.3899991043924,0.164410983623704,37.7884722823259,0.0241515377165993,8.83562054418826,4.36788650723983,1.06041210071169,7.33029300039244,0.584139710082446,0.38831063579154,0.208920333054051,0.644271091310257,0.209959007860871,8.82334072217544,111.448520359645,4.50372490238224,11.3598743333096,0.164410983623704,41.9274473934184,0.38831063579154,0.0241515377165993,4.26048201560197,1.2894777049277,55.8979389107996,0.584139710082446,7.11331978372233,1.06051970484248
0.5,mean,24.3789338370678,432.711499201439,78.1038066154371,0.205131315627718,108.455950188244,0.010965727725299,88.5919146625166,18.160216785253,1.11516004165632,32.8355961195147,1.81808066734755,1.61559909874821,0.480422387895274,1.7276955074267,0.587900625087369,34.6550523015893,786.672437982075,27.0370267624858,79.4794951977783,0.205131315627718,106.428587871732,1.61559909874821,0.010965727725299,18.114486186629,3.97407616103509,528.016224120836,1.81808066734755,33.538041615711,1.10517736351486
0.5,sd,3.59790942837014,65.0470566166721,10.8606950349861,0.15471066977707,36.7704896534288,0.0236525656799388,8.40668063919756,4.40356805051006,1.0226884493234,7.45013968237282,0.571565907578889,0.45132321800264,0.204453458958849,0.594321748311842,0.194626885601359,8.7144753369485,109.161509198261,4.68510608296578,10.8486140107501,0.15471066977707,41.2636763650039,0.45132321800264,0.0236525656799388,4.30996787692572,1.207735855221,54.8805877121292,0.571565907578889,7.2336848911499,1.02158496672991
1.5,mean,24.8892862894193,450.21211618539,77.4277250193875,0.230095118006878,115.553331996389,0.00847670492287959,88.0797847064384,18.7144163545522,0.938971169901561,32.7775392399549,1.85730736076882,1.6557249028125,0.519908706812591,1.71817039022347,0.650792504911725,34.3500464414949,811.78978248059,27.1741299619383,78.78889648793,0.230095118006878,112.128212778564,1.6557249028125,0.00847670492287959,18.6373234622277,4.02129070537862,542.705030331972,1.85730736076882,33.4196159226669,0.932629338868595
1.5,sd,3.50335795971273,60.1358380856083,9.5767246158139,0.153114297713282,34.1219757310818,0.0178514847624402,7.58891153047532,4.35217872227218,0.893685701163354,7.26689694377286,0.526407021328475,0.46053626167732,0.184604233006893,0.513422815410334,0.183120623639394,8.30530456216371,101.314007975608,4.62490200614601,9.56114529811017,0.153114297713282,40.0732666229282,0.46053626167732,0.0178514847624402,4.27523396113557,1.04854995420925,51.6770118710841,0.526407021328475,6.97199434161216,0.890154650982673
2.5,mean,25.4046361447922,464.071297728555,76.6484853390491,0.26135375590367,121.869461126231,0.00719151144990671,87.9719544968768,19.2229479340612,0.904869919095517,32.7081949096622,1.92845760961228,1.71277631437677,0.560987448938978,1.72201135267283,0.685018463281809,34.0599150499912,834.318523119666,27.498844796482,77.9960429255601,0.26135375590367,117.677650201531,1.71277631437677,0.00719151144990671,19.1747616818585,4.10794826370429,553.879294084072,1.92845760961228,33.2070573735262,0.903459857297851
2.5,sd,3.70915581393636,56.5907488834012,8.91977631371933,0.159907522370941,30.9528924150257,0.0151929165045921,7.49436386680484,4.46851986583713,0.862210116088437,7.53085743935892,0.506369367825767,0.497696761546403,0.165704208761825,0.447860880537752,0.17424532582355,8.61797715256546,94.7147974589595,4.84655335605764,8.9098484619731,0.159907522370941,37.685458828093,0.497696761546403,0.0151929165045921,4.446700639787,0.916948360873349,50.8758569335643,0.506369367825767,7.23627789793243,0.86021315489356
3.5,mean,25.6537436016031,469.558560370635,76.162244660942,0.279785917556435,125.719407617553,0.0077631588234728,88.3095919743976,19.3907762805568,0.933042637094687,32.5870722505604,1.96928643110739,1.72804332498167,0.58674758768373,1.75359580146442,0.694931454706687,33.809394581327,846.765737840487,27.7884235374908,77.5107314691283,0.279785917556435,121.583394323497,1.72804332498167,0.0077631588234728,19.3879241076684,4.21481034884532,557.487110721118,1.96928643110739,33.0358822916469,0.934584522930122
3.5,sd,3.51423622735329,53.9308276353284,9.3236061607362,0.175356009939064,28.6346621914283,0.0165837249999442,7.75840136217245,4.52878857810559,0.89409321966973,7.69007599017148,0.5024779462074,0.391178868986276,0.149373246517529,0.396377672441006,0.164422502024347,8.90670744180401,87.3222063515133,4.58268151420714,9.34501669017514,0.175356009939064,35.3353773368973,0.391178868986276,0.0165837249999442,4.53522528297167,0.809320494438153,49.4189560346036,0.5024779462074,7.36923538464605,0.895657027784919
